Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,Fix It Zones as of 2018-02-07,Neighborhoods
M230713,2400 Block Of Lake  Street,San Francisco,CA,94121,5/24/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/22/2028,1,Seacliff,"(37.78572156945249, -122.48568586565155)",POINT (-122.48569 37.78572),1,8,6,33,33,6,1,11,55,,,1,,,2
M230714,200 Block Of 11th  Avenue,San Francisco,CA,94118,5/26/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/23/2028,1,Inner Richmond,"(37.78363734189388, -122.46983892181079)",POINT (-122.46984 37.783638),5,8,4,11,11,6,2,11,54,,,1,,,5
M230715,0 Block Of Richland  Avenue,San Francisco,CA,94110,5/26/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/17/2028,8,Bernal Heights,"(37.73604032330676, -122.42578648641798)",POINT (-122.42579 37.736042),61,9,5,2,2,7,5,2,28859,,,1,,,61
M230716,0 Block Of Delta  Street,San Francisco,CA,94134,5/30/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/31/2028,10,McLaren Park,"(37.71884977763097, -122.40682363321719)",POINT (-122.40682 37.71885),75,9,9,19,18,7,8,9,309,,,2,,,75
M230717,1600 Block Of 18th  Avenue,San Francisco,CA,94122,6/1/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/2/2028,7,Inner Sunset,"(37.7570844218473, -122.47560129472976)",POINT (-122.4756 37.757084),44,10,8,14,12,8,4,1,56,,,1,,,44
M230718,100 Block Of Cambridge  Street,San Francisco,CA,94134,6/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/30/2028,11,Excelsior,"(37.729734080217305, -122.41946025017062)",POINT (-122.41946 37.729733),92,2,2,7,5,7,7,9,309,,,2,,,92
M230719,700 Block Of Cayuga  Avenue,San Francisco,CA,94112,6/5/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/1/2028,11,Outer Mission,"(37.726131424936796, -122.43736956701173)",POINT (-122.43737 37.72613),94,9,1,28,25,7,6,9,28861,,,1,,,94
M230720,100 Block Of Hazelwood  Avenue,San Francisco,CA,94112,6/5/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/1/2028,7,West of Twin Peaks,"(37.730990147818346, -122.45455725882731)",POINT (-122.45456 37.73099),71,9,8,41,40,7,4,9,28861,,,1,,,71
M230721,1100 Block Of York  Street,San Francisco,CA,94110,6/6/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/31/2028,9,Mission,"(37.753652639472506, -122.40826587557093)",POINT (-122.408264 37.753654),53,3,2,20,19,4,7,2,28859,,,1,,,53
M230722,2400 Block Of 24th  Street,San Francisco,CA,94110,6/8/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Mission,"(37.7531498912992, -122.40388439361622)",POINT (-122.403885 37.75315),54,3,9,20,19,4,8,10,28859,,,1,,10,54
M230723,300 Block Of 06th  Street,San Francisco,CA,94103,6/8/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,,POINT (-122.404854 37.77789),,,,,,,,,,,,,,,32
M230724,2200 Block Of Mission  Street,San Francisco,CA,94110,6/9/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.761035605783206, -122.41928265537494)",POINT (-122.41928 37.761036),53,3,2,20,19,4,7,2,28859,,,2,,15,53
M230725,1500 Block Of Waller  Street,San Francisco,CA,94117,6/9/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Haight Ashbury,"(37.76866081144307, -122.44998794936781)",POINT (-122.44999 37.76866),29,7,11,3,9,5,11,15,29492,,,1,,25,29
M230726,1500 Block Of Waller  Street,San Francisco,CA,94117,6/9/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Haight Ashbury,"(37.76866081144307, -122.44998794936781)",POINT (-122.44999 37.76866),29,7,11,3,9,5,11,15,29492,,,1,,25,29
M230727,100 Block Of 07th  Street,San Francisco,CA,94103,6/9/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77819668419593, -122.40966262289896)",POINT (-122.40966 37.7782),32,1,10,34,34,2,9,8,28853,,1,2,1,6,32
M230728,400 Block Of Bartlett  Street,San Francisco,CA,94110,6/9/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.749773195941636, -122.41932316094652)",POINT (-122.41933 37.749775),53,3,2,20,19,4,7,2,28859,,,2,,,53
M230729,0 Block Of Gillette  Avenue,San Francisco,CA,94134,6/9/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.712131940931826, -122.39605229500565)",POINT (-122.39605 37.71213),89,2,9,1,1,3,8,10,58,,,1,,,89
M230730,0 Block Of Innes  Court,San Francisco,CA,94124,6/9/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.727191377304706, -122.36755812258055)",POINT (-122.36756 37.727192),78,2,9,1,1,3,8,10,58,,,2,,,78
M230731,1300 Block Of Bush  Street,San Francisco,CA,94109,6/9/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.788804331347336, -122.41948137972584)",POINT (-122.41948 37.788803),50,4,3,21,21,9,10,13,28858,10,,2,,,50
M230732,900 Block Of Geary  Street,San Francisco,CA,94109,6/12/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78599697277125, -122.4189134177382)",POINT (-122.418915 37.785995),20,4,10,36,36,9,9,13,28858,10,,2,,,20
M230733,900 Block Of Geary  Street,San Francisco,CA,94109,6/12/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78599697277125, -122.4189134177382)",POINT (-122.418915 37.785995),20,4,10,36,36,9,9,13,28858,10,,2,,,20
M230734,2000 Block Of San Jose  Avenue,San Francisco,CA,94112,6/12/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Outer Mission,"(37.723977437929314, -122.44390626077721)",POINT (-122.44391 37.723976),94,9,1,28,25,7,6,9,28861,,,1,,,94
M230735,0 Block Of 06th  Street,San Francisco,CA,94103,6/13/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.78157622989487, -122.40946935271424)",POINT (-122.40947 37.781578),32,5,10,34,34,2,9,14,28853,7,1,2,1,,32
M230736,0 Block Of 08th  Street,San Francisco,CA,94103,6/14/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77848015625689, -122.41444229879431)",POINT (-122.414444 37.77848),32,5,10,34,34,2,9,8,28853,7,1,2,1,3,32
M230737,1400 Block Of Chestnut  Street,San Francisco,CA,94123,6/14/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,Marina,"(37.801967389763256, -122.42719972330107)",POINT (-122.4272 37.801968),17,4,6,13,17,9,1,13,57,,,1,,,17
M230738,500 Block Of Folsom  Street,San Francisco,CA,94105,6/15/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.786988279793036, -122.39487378689414)",POINT (-122.394875 37.786987),32,1,10,8,6,2,9,6,28855,3,,1,,,30
M230739,100 Block Of Brannan  Street,San Francisco,CA,94107,6/15/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78428224781033, -122.38899182438585)",POINT (-122.38899 37.784283),31,1,10,8,6,2,9,6,28856,,,1,,,31
M230740,200 Block Of Dolores  Street,San Francisco,CA,94103,6/15/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Castro/Upper Market,"(37.76522129793, -122.42635073179407)",POINT (-122.42635 37.76522),37,3,5,5,3,4,5,8,28853,,,1,,,37
M230741,400 Block Of Turk  Street,San Francisco,CA,94102,6/15/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78250272711093, -122.41633843508814)",POINT (-122.416336 37.7825),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230742,500 Block Of South Van Ness  Avenue,San Francisco,CA,94110,6/15/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76437736958609, -122.41740950130017)",POINT (-122.41741 37.764378),53,3,2,20,19,4,7,8,28859,,,2,,14,53
M230743,0 Block Of Jones  Street,San Francisco,CA,94102,6/20/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78160461376042, -122.41212240559267)",POINT (-122.412125 37.781605),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230744,1200 Block Of 39th  Avenue,San Francisco,CA,94122,6/20/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,"(37.76355576810985, -122.49862129983661)",POINT (-122.49862 37.763557),39,10,7,35,35,8,3,1,56,,,1,,,39
M230745,1300 Block Of Market  Street,San Francisco,CA,94102,6/20/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Tenderloin,"(37.777044489388786, -122.41693056537846)",POINT (-122.41693 37.777046),21,5,10,36,36,2,9,7,28852,8,1,2,1,,21
M230746,0 Block Of Turk  Street,San Francisco,CA,94102,6/20/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78333200817521, -122.40984274169635)",POINT (-122.40984 37.783333),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M230747,0 Block Of Essex  Street,San Francisco,CA,94105,6/21/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.785966027212766, -122.39512624662231)",POINT (-122.39513 37.785965),30,1,10,8,6,2,9,6,28855,3,,1,,,30
M230748,0 Block Of Raymond  Avenue,San Francisco,CA,94134,6/21/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Visitacion Valley,"(37.712197791483206, -122.40425745552525)",POINT (-122.40426 37.712196),75,9,9,40,39,7,8,9,309,,,2,,,75
M230749,400 Block Of Buena Vista  Avenue,San Francisco,CA,94117,6/22/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Castro/Upper Market,"(37.76684342182063, -122.4407522347934)",POINT (-122.44075 37.76684),112,7,5,5,3,5,5,15,29492,,,1,,,112
M230750,900 Block Of Columbus  Avenue,San Francisco,CA,94133,6/22/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,3,North Beach,"(37.80314276415881, -122.41429776462881)",POINT (-122.4143 37.803143),106,6,3,23,23,1,10,3,308,,,1,,,107
M230751,1000 Block Of Folsom  Street,San Francisco,CA,94103,6/23/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77696270309891, -122.40756787185973)",POINT (-122.40757 37.776962),32,1,10,34,34,2,9,14,28853,,,2,,6,32
M230752,600 Block Of Jones  Street,San Francisco,CA,94102,6/23/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Tenderloin,"(37.78705668846971, -122.41322813760046)",POINT (-122.41323 37.787056),50,6,3,36,36,1,10,5,28852,,,2,,,50
M230753,600 Block Of Bush  Street,San Francisco,CA,94108,6/23/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Financial District/South Beach,"(37.79021101781354, -122.40837826719323)",POINT (-122.40838 37.79021),16,6,3,8,6,1,10,5,28857,5,,2,,,19
M230754,1000 Block Of Bush  Street,San Francisco,CA,94109,6/26/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.789424585381944, -122.41455015776054)",POINT (-122.41455 37.789425),50,6,3,21,21,1,10,5,28858,,,2,,,50
M230755,1700 Block Of Market  Street,San Francisco,CA,94103,6/26/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Mission,"(37.77216287863672, -122.42296328657235)",POINT (-122.422966 37.772163),32,1,10,20,19,2,9,8,28853,,,2,,,32
M230756,2800 Block Of 23rd  Street,San Francisco,CA,94110,6/26/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.754425648591905, -122.40879807140581)",POINT (-122.4088 37.754425),53,3,2,20,19,4,7,2,28859,,,2,,,53
M230757,600 Block Of Minna  Street,San Francisco,CA,94103,6/26/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77820225942584, -122.4111358667826)",POINT (-122.41113 37.778202),32,1,10,34,34,2,9,8,28853,,1,2,1,6,32
M230758,300 Block Of Hyde  Street,San Francisco,CA,94109,6/28/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.783982240419014, -122.41597713713047)",POINT (-122.41598 37.78398),20,5,10,36,36,10,9,7,28858,6,1,2,1,18,20
M230759,700 Block Of Page  Street,San Francisco,CA,94117,6/28/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Haight Ashbury,"(37.77272478128274, -122.43310115070403)",POINT (-122.4331 37.772724),26,4,11,3,9,5,11,15,29492,,,1,,,26
M230760,900 Block Of France  Avenue,San Francisco,CA,94112,6/28/2023,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,"(37.71651320736664, -122.43091803422148)",POINT (-122.430916 37.716515),90,9,1,7,5,7,6,9,28861,,,2,,,90
M230761,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230762,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230763,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230764,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230765,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230766,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230767,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230768,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230769,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230770,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230771,200 Block Of Fremont  Avenue,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230772,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230773,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230774,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230775,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230776,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230777,200 Block Of Fremont  Street,San Francisco,CA,94105,6/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
