,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,avg_asking_rent,cleaned_sales_volume,cleaned_avg_price,cleaned_median_price,ppsqft
2118,Inwood,Manhattan,26/Q1,Co-op,Residential,"$4,677,941","$408,500","$467,794",10,3053.3333333333335,"$4,677,941","$467,794","$408,500",
2119,Inwood,Manhattan,25/Q2,Co-op,Residential,"$9,495,000","$447,000","$474,750",20,3040.0,"$9,495,000","$474,750","$447,000",
2120,Inwood,Manhattan,25/Q3,Co-op,Residential,"$5,188,000","$520,000","$576,444",9,3133.3333333333335,"$5,188,000","$576,444","$520,000",
2121,Inwood,Manhattan,25/Q3,Condo,Residential,"$480,000",,,1,,"$480,000",,,
2122,Inwood,Manhattan,23/Q4,Co-op,Residential,"$265,000",,,1,,"$265,000",,,
2123,Inwood,Manhattan,24/Q4,Co-op,Residential,"$1,108,000",,,1,,"$1,108,000",,,
2124,Inwood,Manhattan,25/Q4,Co-op,Residential,"$9,946,500","$484,000","$552,583",18,3083.3333333333335,"$9,946,500","$552,583","$484,000",
2125,Inwood,Manhattan,25/Q4,Condo,Residential,"$369,000",,,1,,"$369,000",,,
2126,Jackson Heights,Queens,24/Q1,Co-op,Residential,"$574,000",,,1,,"$574,000",,,
2127,Jackson Heights,Queens,25/Q1,Co-op,Residential,"$25,716,812","$415,000","$504,251",51,,"$25,716,812","$504,251","$415,000",
2128,Jackson Heights,Queens,25/Q1,Condo,Residential,"$4,783,500","$552,000","$531,500",9,,"$4,783,500","$531,500","$552,000",
2129,Jackson Heights,Queens,25/Q1,Multi-Family Dwelling,Residential,"$20,853,154","$1,150,000","$1,097,534",19,,"$20,853,154","$1,097,534","$1,150,000",
2130,Jackson Heights,Queens,25/Q1,Single-Family Home,Residential,"$6,606,438","$993,500","$1,101,073",6,,"$6,606,438","$1,101,073","$993,500",
2131,Jackson Heights,Queens,26/Q1,Co-op,Residential,"$25,533,321","$430,000","$472,839",54,,"$25,533,321","$472,839","$430,000",
2132,Jackson Heights,Queens,26/Q1,Condo,Residential,"$2,530,931",,,4,,"$2,530,931",,,
2133,Jackson Heights,Queens,26/Q1,Multi-Family Dwelling,Residential,"$21,924,396","$1,200,000","$1,153,916",19,,"$21,924,396","$1,153,916","$1,200,000",
2134,Jackson Heights,Queens,26/Q1,Single-Family Home,Residential,"$8,800,000","$1,092,500","$1,100,000",8,,"$8,800,000","$1,100,000","$1,092,500",
2135,Jackson Heights,Queens,20/Q2,Co-op,Residential,"$408,000",,,1,,"$408,000",,,
2136,Jackson Heights,Queens,24/Q2,Co-op,Residential,"$275,000",,,1,,"$275,000",,,
2137,Jackson Heights,Queens,25/Q2,Co-op,Residential,"$30,753,165","$427,500","$480,518",64,,"$30,753,165","$480,518","$427,500",
2138,Jackson Heights,Queens,25/Q2,Condo,Residential,"$5,040,270","$517,000","$560,030",9,,"$5,040,270","$560,030","$517,000",
2139,Jackson Heights,Queens,25/Q2,Multi-Family Dwelling,Residential,"$26,205,490","$1,037,500","$1,091,895",24,,"$26,205,490","$1,091,895","$1,037,500",
2140,Jackson Heights,Queens,25/Q2,Single-Family Home,Residential,"$10,972,500","$975,000","$997,500",11,,"$10,972,500","$997,500","$975,000",
2141,Jackson Heights,Queens,23/Q3,Multi-Family Dwelling,Residential,"$1,078,830",,,1,,"$1,078,830",,,
2142,Jackson Heights,Queens,25/Q3,Co-op,Residential,"$22,401,445","$383,000","$439,244",51,,"$22,401,445","$439,244","$383,000",
2143,Jackson Heights,Queens,25/Q3,Condo,Residential,"$1,330,000",,,3,,"$1,330,000",,,
2144,Jackson Heights,Queens,25/Q3,Multi-Family Dwelling,Residential,"$11,485,000","$1,123,500","$1,148,500",10,,"$11,485,000","$1,148,500","$1,123,500",
2145,Jackson Heights,Queens,25/Q3,Single-Family Home,Residential,"$19,151,000","$1,114,000","$1,196,938",16,,"$19,151,000","$1,196,938","$1,114,000",
2146,Jackson Heights,Queens,23/Q4,Co-op,Residential,"$1,341,436",,,1,,"$1,341,436",,,
2147,Jackson Heights,Queens,24/Q4,Co-op,Residential,"$6,100,432","$481,188","$508,369",12,,"$6,100,432","$508,369","$481,188",
2148,Jackson Heights,Queens,24/Q4,Multi-Family Dwelling,Residential,"$3,983,500",,,3,,"$3,983,500",,,
2149,Jackson Heights,Queens,24/Q4,Single-Family Home,Residential,"$570,150",,,1,,"$570,150",,,
2150,Jackson Heights,Queens,25/Q4,Co-op,Residential,"$31,720,743","$402,500","$466,482",68,,"$31,720,743","$466,482","$402,500",
2151,Jackson Heights,Queens,25/Q4,Condo,Residential,"$2,845,000","$477,500","$474,167",6,,"$2,845,000","$474,167","$477,500",
2152,Jackson Heights,Queens,25/Q4,Multi-Family Dwelling,Residential,"$19,950,499","$1,081,500","$1,108,361",18,,"$19,950,499","$1,108,361","$1,081,500",
2153,Jackson Heights,Queens,25/Q4,Single-Family Home,Residential,"$16,674,138","$984,000","$1,042,134",16,,"$16,674,138","$1,042,134","$984,000",
2154,Jamaica,Queens,25/Q1,Co-op,Residential,"$515,000",,,2,,"$515,000",,,
2155,Jamaica,Queens,25/Q1,Condo,Residential,"$809,000",,,2,,"$809,000",,,
2156,Jamaica,Queens,25/Q1,Multi-Family Dwelling,Residential,"$8,663,000","$1,049,500","$1,082,875",8,,"$8,663,000","$1,082,875","$1,049,500",
2157,Jamaica,Queens,25/Q1,Single-Family Home,Residential,"$920,000",,,1,,"$920,000",,,
2158,Jamaica,Queens,26/Q1,Co-op,Residential,"$365,000",,,1,,"$365,000",,,
2159,Jamaica,Queens,26/Q1,Condo,Residential,"$484,000",,,1,,"$484,000",,,
2160,Jamaica,Queens,26/Q1,Multi-Family Dwelling,Residential,"$7,330,000","$1,267,500","$1,221,667",6,,"$7,330,000","$1,221,667","$1,267,500",
2161,Jamaica,Queens,26/Q1,Single-Family Home,Residential,"$3,777,000","$813,000","$755,400",5,,"$3,777,000","$755,400","$813,000",
2162,Jamaica,Queens,25/Q2,Co-op,Residential,"$838,788",,,3,,"$838,788",,,
2163,Jamaica,Queens,25/Q2,Condo,Residential,"$485,000",,,1,,"$485,000",,,
2164,Jamaica,Queens,25/Q2,Multi-Family Dwelling,Residential,"$2,586,000",,,3,,"$2,586,000",,,
2165,Jamaica,Queens,25/Q3,Co-op,Residential,"$321,500",,,1,,"$321,500",,,
2166,Jamaica,Queens,25/Q3,Condo,Residential,"$525,000",,,1,,"$525,000",,,
2167,Jamaica,Queens,25/Q3,Multi-Family Dwelling,Residential,"$4,076,000",,,4,,"$4,076,000",,,
2168,Jamaica,Queens,25/Q3,Single-Family Home,Residential,"$2,111,100",,,3,,"$2,111,100",,,
2169,Jamaica,Queens,24/Q4,Multi-Family Dwelling,Residential,"$2,325,000",,,2,,"$2,325,000",,,
2170,Jamaica,Queens,24/Q4,Single-Family Home,Residential,"$680,000",,,1,,"$680,000",,,
2171,Jamaica,Queens,25/Q4,Co-op,Residential,"$1,411,000",,,3,,"$1,411,000",,,
2172,Jamaica,Queens,25/Q4,Condo,Residential,"$890,000",,,2,,"$890,000",,,
2173,Jamaica,Queens,25/Q4,Multi-Family Dwelling,Residential,"$11,408,617","$1,025,000","$1,037,147",11,,"$11,408,617","$1,037,147","$1,025,000",
2174,Jamaica,Queens,25/Q4,Single-Family Home,Residential,"$3,520,530","$730,000","$704,106",5,,"$3,520,530","$704,106","$730,000",
2175,Jamaica Estates,Queens,24/Q1,Single-Family Home,Residential,"$1,311,863",,,1,,"$1,311,863",,,
2176,Jamaica Estates,Queens,25/Q1,Co-op,Residential,"$1,815,500","$266,500","$302,583",6,,"$1,815,500","$302,583","$266,500",
2177,Jamaica Estates,Queens,25/Q1,Condo,Residential,"$560,000",,,1,,"$560,000",,,
2178,Jamaica Estates,Queens,25/Q1,Multi-Family Dwelling,Residential,"$5,805,000",,,4,,"$5,805,000",,,
2179,Jamaica Estates,Queens,25/Q1,Single-Family Home,Residential,"$15,544,999","$1,225,000","$1,413,182",11,,"$15,544,999","$1,413,182","$1,225,000",
2180,Jamaica Estates,Queens,26/Q1,Co-op,Residential,"$955,000",,,3,,"$955,000",,,
2181,Jamaica Estates,Queens,26/Q1,Condo,Residential,"$1,554,900",,,3,,"$1,554,900",,,
2182,Jamaica Estates,Queens,26/Q1,Multi-Family Dwelling,Residential,"$8,935,000","$1,402,500","$1,489,167",6,,"$8,935,000","$1,489,167","$1,402,500",
2183,Jamaica Estates,Queens,26/Q1,Single-Family Home,Residential,"$27,129,087","$1,482,500","$1,695,568",16,,"$27,129,087","$1,695,568","$1,482,500",
2184,Jamaica Estates,Queens,25/Q2,Co-op,Residential,"$770,000",,,3,,"$770,000",,,
2185,Jamaica Estates,Queens,25/Q2,Multi-Family Dwelling,Residential,"$5,225,000","$1,175,000","$1,045,000",5,,"$5,225,000","$1,045,000","$1,175,000",
2186,Jamaica Estates,Queens,25/Q2,Single-Family Home,Residential,"$23,295,868","$1,415,000","$1,455,992",16,,"$23,295,868","$1,455,992","$1,415,000",
2187,Jamaica Estates,Queens,25/Q3,Condo,Residential,"$565,000",,,1,,"$565,000",,,
2188,Jamaica Estates,Queens,25/Q3,Multi-Family Dwelling,Residential,"$6,303,000","$1,135,000","$1,260,600",5,,"$6,303,000","$1,260,600","$1,135,000",
2189,Jamaica Estates,Queens,25/Q3,Single-Family Home,Residential,"$51,023,760","$1,423,000","$1,645,928",31,,"$51,023,760","$1,645,928","$1,423,000",
2190,Jamaica Estates,Queens,24/Q4,Condo,Residential,"$560,000",,,1,,"$560,000",,,
2191,Jamaica Estates,Queens,24/Q4,Multi-Family Dwelling,Residential,"$1,260,000",,,1,,"$1,260,000",,,
2192,Jamaica Estates,Queens,24/Q4,Single-Family Home,Residential,"$5,420,000",,,4,,"$5,420,000",,,
2193,Jamaica Estates,Queens,25/Q4,Multi-Family Dwelling,Residential,"$14,160,000","$1,750,000","$1,770,000",8,,"$14,160,000","$1,770,000","$1,750,000",
2194,Jamaica Estates,Queens,25/Q4,Single-Family Home,Residential,"$23,600,500","$1,375,000","$1,573,367",15,,"$23,600,500","$1,573,367","$1,375,000",
2195,Jamaica Hills,Queens,25/Q1,Multi-Family Dwelling,Residential,"$3,864,000",,,4,,"$3,864,000",,,
2196,Jamaica Hills,Queens,25/Q1,Single-Family Home,Residential,"$7,615,000","$890,000","$846,111",9,,"$7,615,000","$846,111","$890,000",
2197,Jamaica Hills,Queens,26/Q1,Co-op,Residential,"$986,000",,,3,,"$986,000",,,
2198,Jamaica Hills,Queens,26/Q1,Multi-Family Dwelling,Residential,"$5,695,000","$1,070,000","$1,139,000",5,,"$5,695,000","$1,139,000","$1,070,000",
2199,Jamaica Hills,Queens,26/Q1,Single-Family Home,Residential,"$2,035,000",,,2,,"$2,035,000",,,
2200,Jamaica Hills,Queens,25/Q2,Multi-Family Dwelling,Residential,"$6,474,999","$1,112,500","$1,079,167",6,,"$6,474,999","$1,079,167","$1,112,500",
2201,Jamaica Hills,Queens,25/Q2,Single-Family Home,Residential,"$2,560,000",,,3,,"$2,560,000",,,
2202,Jamaica Hills,Queens,25/Q3,Co-op,Residential,"$561,000",,,2,,"$561,000",,,
2203,Jamaica Hills,Queens,25/Q3,Multi-Family Dwelling,Residential,"$5,377,000","$869,000","$896,167",6,,"$5,377,000","$896,167","$869,000",
2204,Jamaica Hills,Queens,25/Q3,Single-Family Home,Residential,"$12,330,000","$959,500","$1,027,500",12,,"$12,330,000","$1,027,500","$959,500",
2205,Jamaica Hills,Queens,24/Q4,Multi-Family Dwelling,Residential,"$2,198,000",,,2,,"$2,198,000",,,
2206,Jamaica Hills,Queens,24/Q4,Single-Family Home,Residential,"$680,000",,,1,,"$680,000",,,
2207,Jamaica Hills,Queens,25/Q4,Co-op,Residential,"$560,000",,,2,,"$560,000",,,
2208,Jamaica Hills,Queens,25/Q4,Multi-Family Dwelling,Residential,"$11,150,668","$1,075,000","$1,115,067",10,,"$11,150,668","$1,115,067","$1,075,000",
2209,Jamaica Hills,Queens,25/Q4,Single-Family Home,Residential,"$5,815,000","$920,000","$830,714",7,,"$5,815,000","$830,714","$920,000",
2210,Kensington,Brooklyn,25/Q1,Co-op,Residential,"$11,428,704","$452,000","$476,196",24,,"$11,428,704","$476,196","$452,000",
2211,Kensington,Brooklyn,25/Q1,Condo,Residential,"$11,096,077","$784,291","$792,577",14,,"$11,096,077","$792,577","$784,291",
2212,Kensington,Brooklyn,25/Q1,Multi-Family Dwelling,Residential,"$18,613,888","$1,650,000","$1,861,389",10,,"$18,613,888","$1,861,389","$1,650,000",
2213,Kensington,Brooklyn,25/Q1,Single-Family Home,Residential,"$5,795,000",,,4,,"$5,795,000",,,
2214,Kensington,Brooklyn,26/Q1,Co-op,Residential,"$8,486,430","$415,000","$499,202",17,,"$8,486,430","$499,202","$415,000",
2215,Kensington,Brooklyn,26/Q1,Condo,Residential,"$7,695,430","$914,284","$1,099,347",7,,"$7,695,430","$1,099,347","$914,284",
2216,Kensington,Brooklyn,26/Q1,Multi-Family Dwelling,Residential,"$7,835,090",,,4,,"$7,835,090",,,
2217,Kensington,Brooklyn,26/Q1,Single-Family Home,Residential,"$2,099,000",,,1,,"$2,099,000",,,
2218,Kensington,Brooklyn,25/Q2,Co-op,Residential,"$17,675,157","$437,000","$519,858",34,,"$17,675,157","$519,858","$437,000",
2219,Kensington,Brooklyn,25/Q2,Condo,Residential,"$25,836,485","$590,000","$630,158",41,,"$25,836,485","$630,158","$590,000",
2220,Kensington,Brooklyn,25/Q2,Multi-Family Dwelling,Residential,"$18,986,500","$1,700,000","$1,726,045",11,,"$18,986,500","$1,726,045","$1,700,000",
2221,Kensington,Brooklyn,25/Q2,Single-Family Home,Residential,"$5,115,500","$995,500","$1,023,100",5,,"$5,115,500","$1,023,100","$995,500",
2222,Kensington,Brooklyn,25/Q3,Co-op,Residential,"$14,836,886","$535,000","$593,475",25,,"$14,836,886","$593,475","$535,000",
2223,Kensington,Brooklyn,25/Q3,Condo,Residential,"$15,088,633","$609,000","$685,847",22,,"$15,088,633","$685,847","$609,000",
2224,Kensington,Brooklyn,25/Q3,Multi-Family Dwelling,Residential,"$21,625,000","$1,675,000","$1,965,909",11,,"$21,625,000","$1,965,909","$1,675,000",
2225,Kensington,Brooklyn,25/Q3,Single-Family Home,Residential,"$6,840,000",,,4,,"$6,840,000",,,
2226,Kensington,Brooklyn,24/Q4,Co-op,Residential,"$735,000",,,2,,"$735,000",,,
2227,Kensington,Brooklyn,24/Q4,Condo,Residential,"$595,500",,,1,,"$595,500",,,
2228,Kensington,Brooklyn,24/Q4,Multi-Family Dwelling,Residential,"$4,440,000",,,3,,"$4,440,000",,,
2229,Kensington,Brooklyn,25/Q4,Co-op,Residential,"$10,807,309","$550,000","$568,806",19,,"$10,807,309","$568,806","$550,000",
2230,Kensington,Brooklyn,25/Q4,Condo,Residential,"$6,506,534","$570,000","$722,948",9,,"$6,506,534","$722,948","$570,000",
2231,Kensington,Brooklyn,25/Q4,Multi-Family Dwelling,Residential,"$14,867,750","$1,357,500","$1,486,775",10,,"$14,867,750","$1,486,775","$1,357,500",
2232,Kensington,Brooklyn,25/Q4,Single-Family Home,Residential,"$1,975,000",,,1,,"$1,975,000",,,
2233,Kew Garden Hills,Queens,24/Q1,Single-Family Home,Residential,"$2,500,000",,,1,,"$2,500,000",,,
2234,Kew Garden Hills,Queens,25/Q1,Co-op,Residential,"$10,658,943","$338,000","$343,837",31,,"$10,658,943","$343,837","$338,000",
2235,Kew Garden Hills,Queens,25/Q1,Condo,Residential,"$2,243,073","$442,073","$448,615",5,,"$2,243,073","$448,615","$442,073",
2236,Kew Garden Hills,Queens,25/Q1,Multi-Family Dwelling,Residential,"$11,357,000","$997,000","$1,032,455",11,,"$11,357,000","$1,032,455","$997,000",
2237,Kew Garden Hills,Queens,25/Q1,Single-Family Home,Residential,"$16,722,000","$928,500","$1,045,125",16,,"$16,722,000","$1,045,125","$928,500",
2238,Kew Garden Hills,Queens,26/Q1,Co-op,Residential,"$9,514,503","$327,000","$339,804",28,,"$9,514,503","$339,804","$327,000",
2239,Kew Garden Hills,Queens,26/Q1,Condo,Residential,"$4,270,000","$450,000","$474,444",9,,"$4,270,000","$474,444","$450,000",
2240,Kew Garden Hills,Queens,26/Q1,Multi-Family Dwelling,Residential,"$13,713,200","$1,287,500","$1,371,320",10,,"$13,713,200","$1,371,320","$1,287,500",
2241,Kew Garden Hills,Queens,26/Q1,Single-Family Home,Residential,"$16,813,024","$1,015,000","$1,050,814",16,,"$16,813,024","$1,050,814","$1,015,000",
2242,Kew Garden Hills,Queens,25/Q2,Co-op,Residential,"$12,956,660","$320,000","$332,222",39,,"$12,956,660","$332,222","$320,000",
2243,Kew Garden Hills,Queens,25/Q2,Condo,Residential,"$3,084,500","$567,500","$514,083",6,,"$3,084,500","$514,083","$567,500",
2244,Kew Garden Hills,Queens,25/Q2,Multi-Family Dwelling,Residential,"$13,603,000","$950,000","$1,046,385",13,,"$13,603,000","$1,046,385","$950,000",
2245,Kew Garden Hills,Queens,25/Q2,Single-Family Home,Residential,"$16,336,000","$917,500","$1,021,000",16,,"$16,336,000","$1,021,000","$917,500",
2246,Kew Garden Hills,Queens,25/Q3,Co-op,Residential,"$11,827,519","$315,000","$319,663",37,,"$11,827,519","$319,663","$315,000",
2247,Kew Garden Hills,Queens,25/Q3,Condo,Residential,"$5,528,215","$456,000","$460,685",12,,"$5,528,215","$460,685","$456,000",
2248,Kew Garden Hills,Queens,25/Q3,Multi-Family Dwelling,Residential,"$12,091,913","$998,000","$1,099,265",11,,"$12,091,913","$1,099,265","$998,000",
2249,Kew Garden Hills,Queens,25/Q3,Single-Family Home,Residential,"$33,278,450","$950,000","$1,109,282",30,,"$33,278,450","$1,109,282","$950,000",
2250,Kew Garden Hills,Queens,24/Q4,Co-op,Residential,"$3,374,267","$298,500","$337,427",10,,"$3,374,267","$337,427","$298,500",
2251,Kew Garden Hills,Queens,24/Q4,Multi-Family Dwelling,Residential,"$1,695,000",,,2,,"$1,695,000",,,
2252,Kew Garden Hills,Queens,25/Q4,Co-op,Residential,"$13,424,395","$300,000","$305,100",44,,"$13,424,395","$305,100","$300,000",
2253,Kew Garden Hills,Queens,25/Q4,Condo,Residential,"$5,427,000","$457,500","$452,250",12,,"$5,427,000","$452,250","$457,500",
2254,Kew Garden Hills,Queens,25/Q4,Multi-Family Dwelling,Residential,"$12,925,000","$1,200,000","$1,175,000",11,,"$12,925,000","$1,175,000","$1,200,000",
2255,Kew Garden Hills,Queens,25/Q4,Single-Family Home,Residential,"$17,678,231","$990,000","$982,124",18,,"$17,678,231","$982,124","$990,000",
2256,Kew Gardens,Queens,25/Q1,Co-op,Residential,"$10,382,620","$344,000","$370,808",28,,"$10,382,620","$370,808","$344,000",
2257,Kew Gardens,Queens,25/Q1,Condo,Residential,"$4,429,443","$612,929","$553,680",8,,"$4,429,443","$553,680","$612,929",
2258,Kew Gardens,Queens,25/Q1,Multi-Family Dwelling,Residential,"$4,780,000",,,4,,"$4,780,000",,,
2259,Kew Gardens,Queens,25/Q1,Single-Family Home,Residential,"$3,480,000",,,3,,"$3,480,000",,,
2260,Kew Gardens,Queens,26/Q1,Co-op,Residential,"$4,205,500","$330,000","$323,500",13,,"$4,205,500","$323,500","$330,000",
2261,Kew Gardens,Queens,26/Q1,Condo,Residential,"$3,047,410","$620,000","$609,482",5,,"$3,047,410","$609,482","$620,000",
2262,Kew Gardens,Queens,26/Q1,Multi-Family Dwelling,Residential,"$6,060,000",,,4,,"$6,060,000",,,
2263,Kew Gardens,Queens,26/Q1,Single-Family Home,Residential,"$7,866,615","$855,000","$983,327",8,,"$7,866,615","$983,327","$855,000",
2264,Kew Gardens,Queens,25/Q2,Co-op,Residential,"$6,155,000","$327,500","$341,944",18,,"$6,155,000","$341,944","$327,500",
2265,Kew Gardens,Queens,25/Q2,Condo,Residential,"$4,998,200","$488,500","$499,820",10,,"$4,998,200","$499,820","$488,500",
2266,Kew Gardens,Queens,25/Q2,Multi-Family Dwelling,Residential,"$2,989,000",,,4,,"$2,989,000",,,
2267,Kew Gardens,Queens,25/Q2,Single-Family Home,Residential,"$2,945,000",,,3,,"$2,945,000",,,
2268,Kew Gardens,Queens,24/Q3,Co-op,Residential,"$548,000",,,1,,"$548,000",,,
2269,Kew Gardens,Queens,25/Q3,Co-op,Residential,"$7,213,564","$325,000","$343,503",21,,"$7,213,564","$343,503","$325,000",
2270,Kew Gardens,Queens,25/Q3,Condo,Residential,"$3,441,362","$490,000","$491,623",7,,"$3,441,362","$491,623","$490,000",
2271,Kew Gardens,Queens,25/Q3,Multi-Family Dwelling,Residential,"$7,794,100","$999,500","$1,113,443",7,,"$7,794,100","$1,113,443","$999,500",
2272,Kew Gardens,Queens,25/Q3,Single-Family Home,Residential,"$10,934,000","$1,350,500","$1,366,750",8,,"$10,934,000","$1,366,750","$1,350,500",
2273,Kew Gardens,Queens,24/Q4,Co-op,Residential,"$1,564,000","$337,500","$312,800",5,,"$1,564,000","$312,800","$337,500",
2274,Kew Gardens,Queens,24/Q4,Condo,Residential,"$1,859,294",,,4,,"$1,859,294",,,
2275,Kew Gardens,Queens,24/Q4,Multi-Family Dwelling,Residential,"$1,250,000",,,1,,"$1,250,000",,,
2276,Kew Gardens,Queens,25/Q4,Co-op,Residential,"$6,829,662","$312,000","$341,483",20,,"$6,829,662","$341,483","$312,000",
2277,Kew Gardens,Queens,25/Q4,Condo,Residential,"$4,703,337","$590,000","$522,593",9,,"$4,703,337","$522,593","$590,000",
2278,Kew Gardens,Queens,25/Q4,Multi-Family Dwelling,Residential,"$3,622,000",,,4,,"$3,622,000",,,
2279,Kew Gardens,Queens,25/Q4,Single-Family Home,Residential,"$3,940,000","$850,000","$788,000",5,,"$3,940,000","$788,000","$850,000",
2280,Kingsbridge,Bronx,25/Q1,Co-op,Residential,"$1,495,000","$320,000","$299,000",5,,"$1,495,000","$299,000","$320,000",
2281,Kingsbridge,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$4,351,568","$901,568","$870,314",5,,"$4,351,568","$870,314","$901,568",
2282,Kingsbridge,Bronx,25/Q1,Single-Family Home,Residential,"$600,000",,,1,,"$600,000",,,
2283,Kingsbridge,Bronx,26/Q1,Co-op,Residential,"$980,000",,,3,,"$980,000",,,
2284,Kingsbridge,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$3,773,000",,,4,,"$3,773,000",,,
2285,Kingsbridge,Bronx,26/Q1,Single-Family Home,Residential,"$1,620,000",,,2,,"$1,620,000",,,
2286,Kingsbridge,Bronx,25/Q2,Co-op,Residential,"$1,065,000",,,3,,"$1,065,000",,,
2287,Kingsbridge,Bronx,25/Q2,Multi-Family Dwelling,Residential,"$12,187,999","$1,075,000","$1,218,800",10,,"$12,187,999","$1,218,800","$1,075,000",
2288,Kingsbridge,Bronx,25/Q2,Single-Family Home,Residential,"$2,954,999",,,3,,"$2,954,999",,,
2289,Kingsbridge,Bronx,25/Q3,Co-op,Residential,"$2,108,106","$341,250","$351,351",6,,"$2,108,106","$351,351","$341,250",
2290,Kingsbridge,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$3,685,000",,,4,,"$3,685,000",,,
2291,Kingsbridge,Bronx,25/Q3,Single-Family Home,Residential,"$5,465,000","$715,000","$780,714",7,,"$5,465,000","$780,714","$715,000",
2292,Kingsbridge,Bronx,24/Q4,Multi-Family Dwelling,Residential,"$1,940,500",,,2,,"$1,940,500",,,
2293,Kingsbridge,Bronx,24/Q4,Single-Family Home,Residential,"$725,000",,,1,,"$725,000",,,
2294,Kingsbridge,Bronx,25/Q4,Co-op,Residential,"$280,000",,,1,,"$280,000",,,
2295,Kingsbridge,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$4,725,000","$870,000","$945,000",5,,"$4,725,000","$945,000","$870,000",
2296,Kingsbridge,Bronx,25/Q4,Single-Family Home,Residential,"$4,809,680","$744,680","$687,097",7,,"$4,809,680","$687,097","$744,680",
2297,Kips Bay,Manhattan,25/Q1,Co-op,Residential,"$23,020,729","$595,000","$697,598",33,,"$23,020,729","$697,598","$595,000",
2298,Kips Bay,Manhattan,25/Q1,Condo,Residential,"$53,229,023","$1,065,000","$1,330,726",40,,"$53,229,023","$1,330,726","$1,065,000",
