CompanyName,TotalCost,CompanyName,RemSQFT
AWNINGS BY VALROSE ,85308.0,10,0.0
CROWN DESIGN BUILDERS CORP.,85200.0,8,0.0
Smart Energy Inc.,85070.0,4,0.0
Hebert Plumbing Contractors,85000.0,3,20390.0
MTD PAINTING AND CONSTRUCTION CORP,85000.0,1,1300.0
Kalex Steel Buildings Corp,85000.0,1,0.0
LAURION CONSTRUCTION  INC.,85000.0,2,1660.0
ATLANTIC GULF & PACIFIC MANAGEMENT LLC,85000.0,2,0.0
OPTIMUM HVACR INC,85000.0,3,1204.0
LSG Electric LLC,84900.0,3,1283.0
Arisen Construction Inc,84601.0,3,400.0
MJ Group Enterprises,84525.0,4,2596.0
PDMG INC,84500.0,4,0.0
Florida E  Z Remodeling   Inc.,84463.0,6,900.0
TK Marble & Tile of South Florida Inc.,84455.0,6,0.0
OHL BUILDING INC/OHLA BUILDING INC,84325.0,3,0.0
SOUTH AMERICAN TILE LLC,84000.0,7,0.0
QUINTERO GENERAL CONTRACTOR CORP,83990.0,11,1083.0
JAVIER SPRINKLERS INC,83865.0,10,0.0
Duard Ornamental Iron Inc.,83526.0,4,0.0
YORK INDUSTRIES INC. ,83500.0,3,600.0
MJL DESIGN BUILD LLC,83500.0,2,0.0
ALAIN TILE & MARBLE CORP,83323.0,6,0.0
AoneA Electric Inc,83200.0,3,1572.0
OCEAN LEA MAKERS LLC,83126.0,1,950.0
Cruz Construction Group Inc.,83102.0,10,60.0
Forsite Builders LLC,83088.0,2,881.0
THE SHUTTER STORE OF FLORIDA  INC.,83000.0,2,0.0
UCMIAMI  INC ,82973.0,4,0.0
MY ELECTRICAL CONTRACTOR INC,82962.0,4,2165.0
R & C POWER SOLUTION INC,82900.0,4,2800.0
FERROM5 General Contractors  INC.,82800.0,6,0.0
Metzker LLC,82626.0,6,1676.0
JOHNSONS GROUP PAINTING INC,82594.0,34,0.0
Alicot Fernando Inc.,82500.0,7,2402.0
CCS /DBA Caviedes Construction Services LLC,82500.0,7,0.0
LIVING WATER CUSTOM POOLS INC,82500.0,4,0.0
AC EXPERT CORPORATION,82500.0,4,8079.0
Acer Plumbing,82500.0,4,4478.0
D.A.W. Electric Inc,82470.0,6,484.0
ACADEMIA DEVELOPMENT CORP ,82338.0,1,941.0
Avis Builders LLC,82200.0,3,550.0
CG CONSTRUCTION WINDOW COMPANY,82147.0,6,0.0
KI CONSTRUCTION LLC,82125.0,5,350.0
STRUCTURA CONTRACTORS LLC,82000.0,4,750.0
Blue Panther Roofing and Construction Corp,82000.0,3,0.0
TN Builders Inc.,82000.0,1,240.0
NODA ELECTRIC INC,82000.0,3,4515.0
KO TELECOM INC ,81900.0,5,0.0
BOAT LIFTS & DOCKS OF SOUTH FLORIDA  INC.,81817.0,2,0.0
PERMACAST LLC,81709.0,2,0.0
SYMMETRIK INC,81700.0,11,0.0
GoldMG LLC,81630.0,9,158.0
Sterling Security Technologies Corp,81600.0,12,0.0
UNITED MANAGEMENT GROUP LLC DBA SKYLINE COAST CONSTRUCTION,81588.0,1,921.0
TURO ROOFING  LLC ,81565.0,1,0.0
CLIFFHANGER JANITORIAL INC,81550.0,4,0.0
ADVANCED ROOFING INC,81550.0,4,3458.0
E & A CONSTRUCTION AND REMODELING  INC,81500.0,3,7790.0
COMRES  INC. ,81430.0,5,0.0
RAM QUALITY GROUP CORP,81350.0,6,7486.0
PERFECTION AIR  INC.,81200.0,5,1225.0
JOHNSON & JOHNSON CONSTRUCTION COMPANY CORP ,81000.0,4,0.0
MANNYS PLUMBING SERVICE INC.,81000.0,7,18031.0
TWIN BROTHERS PLUMBING CONTRACTORS CORP,81000.0,11,4495.0
M B BROWN CONSTRUCTION COMPANY INC,81000.0,1,494.0
COMBINED GROUP CORP. THE,81000.0,3,0.0
Biscayne Awning & Shade Co. Inc.,81000.0,1,0.0
RIBB TECH CONSTRUCTION LLC,80875.0,1,1294.0
LION PLUMBING INC,80800.0,9,5375.0
HALLMARK CONSTRUCTION ENTERPRISES LLC,80588.0,1,921.0
ALFA GLASS & MIRROR CORP. ,80540.0,4,0.0
ROBAINA WELL DRILLING INC,80350.0,20,100.0
AUSTEN BUILDERS INC,80167.0,7,551.0
AIR SERVICE INC,80000.0,1,2822.0
J&R Contracting Services LLC,80000.0,1,0.0
REFRIAIR SERVICE CORPORATION,80000.0,1,4314.0
PISTOS GROUP INCORPORATED ,80000.0,3,1814.0
RRCM LLC,80000.0,1,0.0
DZP Group Inc.,80000.0,1,200.0
MG TECH INC. ,80000.0,5,4160.0
Z DEVELOPMENT INC,80000.0,1,0.0
DR CONSTRUCTION AND ROOFING INC,80000.0,1,875.0
PaulsonCheek Mechanical ,80000.0,1,12275.0
PALMETTO BAY ELECTRICAL SERVICES INC. ,80000.0,1,12000.0
MECHANICOOL INC,80000.0,1,19973.0
SKYHANGER II CORPORATION,80000.0,1,0.0
OCEAN BUILDERS 18 LLC,80000.0,2,0.0
FRANK DELCARLO CONSTRUCTION CO INC,79988.0,2,825.0
CANDELA CONSTRUCTION INC.,79950.0,2,900.0
Square One Construction and Development LLC,79925.0,1,910.0
Superior Replacement Window & Door Inc.,79900.0,10,0.0
APRIL CONSTRUCTION  CORP,79840.0,9,0.0
Almor Electric & Design  INC. ,79777.6,3,3823.0
INTEGRITY TECHNOLOGY SOLUTIONS,79700.0,10,0.0
JB CONTRACTING SERVICES LLC,79650.0,11,140.0
JARR PROFESSIONAL & ASSOCIATES ELECTRIC INC. ,79325.4,6,4290.0
G & M General Service of USA INC.,79250.0,14,0.0
OASIS SHUTTER  INC. ,79240.0,9,0.0
MGM Construction  Corp,79105.0,1,0.0
AMOR POOLS LLC,79000.0,4,0.0
ALL FLORIDA POOL & SPA CENTER,78988.0,8,0.0
APOLLON CONTRACTING LLC ,78847.0,3,0.0
dba REBATH OF SOUTH FLORIDA,78768.0,4,40.0
AAB ELECTRIC AND CONSTRUCTION LLC,78700.0,4,8468.0
ADVANCE WINDOWS & SHUTTERS  INC,78465.0,2,0.0
ONE DOT SYSTEMS  INC. ,78300.0,11,0.0
SOUTH BRANCH CONSTRUCTION SERVICES  INC.,78108.0,1,0.0
RUBEN ELECTRIC TECHNOLOGY INC,78100.0,3,0.0
HOME ENTERTAINMENT DESIGN SOUTH   INC,78000.0,4,0.0
EPJ GAS SERVICE CORP,78000.0,5,5877.0
SPECTRUM DESIGN SOLUTIONS LLC,78000.0,3,0.0
ANTOLA SERVICES CORP,77877.0,2,288.0
Exigo Management Group LLC,77750.0,6,300.0
DELCON SOLUTIONS ELECTRICAL CONTRACTORS INC ,77700.0,2,1300.0
NEL & SONS INC,77700.0,5,6902.0
SERGES HOME INSPECTION INC.,77485.0,7,3130.0
SPEED CONSTRUCTION SERVICES INC,77400.0,4,4792.0
SECURE TECHNOLOGIES INTEGRATORS INC.,77400.0,3,5502.0
BERNABE ELECTRICAL CORP,77390.4,6,610.0
Arce Construction LLC,77300.0,4,2020.0
BRICK PAVER GROUP INC.,77298.0,10,0.0
Coastal Unique,77289.0,8,700.0
S.M.Y  ELECTRICAL CONTRACTOR LLC,77140.0,5,0.0
G.I.P. CONSTRUCTION MANAGEMENT  INC,77000.0,4,900.0
SET UP PROJECT MANAGEMENT  LLC,77000.0,2,244.0
JCL Electrical Corp,76970.0,6,6897.0
PIONEER CONSTRUCTION MANAGEMENT SERVICES INC,76944.0,1,2206.0
AMERICAN DRAIN CLEANERS & PLUMBING  INC. ,76600.0,6,1816.0
Alphatech Roof Corp,76600.0,7,1236.0
JF MARTINEZ LLC,76590.0,5,0.0
G BRICKELL ELECTRIC  LLC.,76240.0,20,3425.0
CYBAL INC DBA THE COMPANY REAL ESTATE,76200.0,6,0.0
MASTER BUILDERS DEVELOPMENT GROUP INC,76001.0,6,37.0
Brickstone Builders,76000.0,1,200.0
AAA Waterproofing & Caulking INC,76000.0,5,0.0
ZENTIX DESIGN AND BUILD LLC,75950.0,5,0.0
ARROYO POOLS LLC,75900.0,4,0.0
Built By Owner Inc.,75750.0,3,625.0
DAVID VIGILANTE ASSOCIATES INC.,75748.0,1,0.0
Persons Services Corp ,75686.0,6,2.0
BERGER WINDOWS AND DOORS INC,75651.0,3,0.0
REFRIGERATION & ELECTRICAL SYSTEMS  INC.,75556.0,2,0.0
SANTCCO SERVICES LLC,75500.0,11,40.0
Eco 1 Plumbing LLC,75500.0,10,2810.0
STRATICON LLC dba STRATICON CONSTRUCTION SERVICES,75500.0,1,0.0
C.F. Alarm Industry,75476.0,14,0.0
QWP DOORS PROTECTION INC,75392.0,3,0.0
BLUE PROPERTIES SERVICES  LLC,75288.0,5,0.0
LEVISSE MANAGEMENT LLC,75251.0,5,100.0
Zarrella Construction Inc.,75223.0,1,0.0
SERINCA CONSTRUCTION GROUP LLC,75063.0,5,339.0
DRIVEWAY MAINTENANCE INC.,75026.0,2,0.0
RBS ENTERPRISES INC,75024.0,2,0.0
CHELLY INC,75000.0,1,1600.0
INTERIOR SYSTEMS CONTRACTING INC BDA/ ISC CONTRACTING,75000.0,1,850.0
AIM CONTRACTING LLC,75000.0,1,0.0
FMC PERFORMANCE GLASS  LLC ,75000.0,2,0.0
Thomas Roger Incorporated,75000.0,1,336.0
AA EAGLE PLUMBING CORP,75000.0,6,487.0
Cypress Contracting and Development Corp.,75000.0,1,350.0
Bunnell Foundation Inc.,75000.0,2,0.0
SUNCOAST NURSERY & TIKI HUTS  INC.,75000.0,1,0.0
SOUTHERN BLUE POOLS INC,75000.0,2,0.0
US BUILDERS  LP,75000.0,1,847.0
JJ CAULKING & WATERPROOFING CORP ,75000.0,1,0.0
ADVANCE ELECTRIC INC,75000.0,1,10750.0
Rumbo Draining & Paving Inc.,75000.0,3,0.0
RRR CONSTRUCTION & MORE LLC,75000.0,1,0.0
AGM CONTRACTORS FL  LLC,74912.0,5,0.0
Marco Contractors INC.,74852.49,1,1787.0
Design Builders & Management Corp,74640.0,6,0.0
Delphi One Sytems Corp,74600.0,5,0.0
PALLADIUM CONSTRUCTION LLC,74500.0,4,0.0
MOON AIR CONDITIONING & APPLIANCES CORP ,74500.0,3,9873.0
MUST AIR USA  LLC,74485.0,2,11325.0
STORM IMPACT MASTERS INC,74385.0,5,0.0
THE FLORIDA HOME IMPROVEMENT USA CORP,74250.0,6,432.0
SUNTECH DEVELOPMENT INC.,74250.0,5,410.0
COMPLETE BUILDING & DESIGN INC,74000.0,5,1501.0
EMPIRE AIR INC,74000.0,8,6388.0
Renuart Enterprises Inc,74000.0,5,0.0
TOWER ELECTRIC OF PALM BEACH INC,73950.0,8,1700.0
DUBAR ELECTRIC  INC,73910.0,4,1220.0
MICHAEL ELECTRIC  INC. ,73900.0,6,909.0
Presto Roofing Corp.,73800.0,5,0.0
A1 BUILDERS CONTRACTOR INC.,73700.0,4,10.0
TG CONSTRUCTION GROUP INC,73600.0,2,0.0
MARBLE MASTER FLOOR,73575.0,2,0.0
POE ROOFING & CONSULTING INC,73430.0,3,0.0
MGA FLORIDA CONSTRUCTION INC,73300.0,3,80.0
MR BAEZ METAL CORP,73200.0,15,0.0
M F H 2001 INC,73150.0,10,2840.0
EXCELL TILE CORPORATION,73100.0,2,0.0
Leroy Wilkerson Plumbing LLC,73000.0,7,3215.0
NOBLE PLUMBING CONTRACTOR INC,73000.0,7,5464.0
Reliable Pool Contractors  INC.,73000.0,4,0.0
A & H ENVIRONMENTAL CORP,72975.0,8,7243.0
OJ GENERAL CONTRACTOR INC,72950.0,8,2400.0
Elecplumb Enterprises Inc,72930.0,12,2630.0
TOSCA SURFACES LLC,72875.0,1,0.0
HORIZON WINDOWS CORP,72845.0,5,0.0
NATIONWIDE COMMUNICATION SERVICES LLC,72735.0,2,0.0
Bayview Windows & Doors Inc,72686.0,4,0.0
HCC GROUP LLC,72685.0,16,0.0
LYON CONSULTING LLC,72510.0,9,224.0
ENGINEERED COMFORT SOLUTIONS INC.,72500.0,1,1345.0
MTC America Inc,72479.0,5,0.0
EXAKT US LLC,72452.0,2,828.0
WINDOW MAN OF SOUTH FLORIDA ,72406.0,2,0.0
AIR EXPRESS MECHANICAL  CORP.,72400.0,7,2948.0
FORD DRYWALL & STUCCO INC ,72320.0,1,0.0
Mikes Custom Electric Service Inc,72300.0,6,0.0
OSUNA ORNAMENTAL  LLC,72250.0,11,0.0
ADVANCED HOME THEATER INC,72150.0,5,0.0
APOLLO CONSTRUCTION INCORPORATED,72133.0,5,0.0
ALL HOUSE IN ONE INC. ,72102.0,7,0.0
BALLAGAS CONSTRUCTION LLC,72100.0,3,201.0
BELLA FLOORING LLC,71903.0,4,0.0
ADT SECURITY SERVICES ,71823.0,6,0.0
Villa Pools Corp,71800.0,4,0.0
BUILDERS OF AMERICA GROUP L.L.C. ,71750.0,2,700.0
UCCS LLC DBA  Florida Design & Construction Services,71716.0,7,282.0
MTEL ONE INC,71450.0,14,0.0
WESTBROOKE CORP,71417.0,1,0.0
4DSIGN  LLC,71377.0,1,100.0
GENESIS ELECTRIC INC,71350.0,5,3346.0
MILESTONE FIRE PROTECTION  LLC,71235.0,12,0.0
FLORIDA DOOR CONTROL OF ORLANDO INC.,71190.0,5,0.0
GO HARD PLUMBING,71000.0,2,7130.0
AU ELECTRICAL SERVICE & REPAIR ,71000.0,4,3800.0
Downrite Pool & Spa Inc,70999.0,2,0.0
IRONCLAD PROJECTS LLC,70850.0,3,10.0
CLEMVAL ENTERPRISES INC,70750.0,4,500.0
Johns Garage Door Inc.,70750.0,6,0.0
EMILIO ELECTRIC SERVICE ,70743.0,7,3021.0
ALPHATEC,70641.0,6,5120.0
PROFESSIONAL ROOFING & SALES INC,70400.0,2,0.0
CENTRAL AIR REPAIR CORP,70175.0,6,7312.0
Greenbrook at Kendall Inc.,70100.0,4,0.0
GOYA CORP,70088.0,3,4000.0
RREYES ELECTRIC  INC,70063.0,7,3873.0
Alvarez Building Group LLC,70000.0,1,402.0
TEM SYSTEMS INC,70000.0,2,0.0
NAROCA CONSTRUCTION CO I,70000.0,12,0.0
NAST ROOFING COMPANY,70000.0,1,0.0
THE ROADS 23 CORP,70000.0,2,0.0
Falgons Construction LLC,70000.0,1,0.0
CES BUILDER,70000.0,1,775.0
Paul Electrical Contractor Corp.,70000.0,2,2113.0
Goodnature Construction LLC,70000.0,5,75.0
NOVA HOTEL RENOVATION & CONSTRUCTION LLC,70000.0,2,0.0
STAR AIR CONDITIONING  CORP. ,70000.0,2,5423.0
DMonte Air INC,70000.0,2,8200.0
SUNSHINE CONTRACTORS INC,70000.0,1,1450.0
LAMBERT TECHNOLOGIES LLC,70000.0,1,0.0
SPAZZIO DESIGN CORP,70000.0,1,0.0
JOE COLE PLUMBING CORP,70000.0,9,8875.0
E R CONSTRUCTION INC,70000.0,1,800.0
ECONETWORK CORP ,70000.0,1,4940.0
Panther Electric LLC,70000.0,2,0.0
ZANKEY DEVELOPMENT CORP,70000.0,1,400.0
CHI CONSTRUCTION INC,70000.0,1,2200.0
SOLTEC COMMUNICATIONS LLC,69850.0,11,0.0
MAGANA PMC llc,69734.0,4,0.0
GNDD LLC,69600.0,1,544.0
VAS RENOVATIONS INC,69425.0,5,330.0
Alpat Construction Corporation,69350.0,5,0.0
AGM TECHNICIANS CORP,69325.0,10,3648.0
LEADING EDGE CONTRACTOR SERVICES INC,69258.0,6,250.0
Suburban Propane LP,69200.0,8,4335.0
MARGO GC INC,69200.0,4,0.0
BOSCH CONSTRUCTION LLC,69000.0,3,0.0
ALEXANDER & JOHNSON PROJECT MANAGEMENT AND DEVELOPMENT INC,69000.0,1,0.0
FLORIDA FIRE ALARM INC,69000.0,10,0.0
Leon Duct Work INC,69000.0,2,3341.0
ZANKEY CONSTRUCTION CORP,69000.0,2,0.0
Continental Group Inc,68842.0,5,0.0
LATERAL CONSTRUCTION INC,68800.0,3,2196.0
All Dade Plumbing Inc.,68500.0,6,3050.0
New Pipe Plumbing Inc,68500.0,8,6080.0
Property Solutions LLC,68494.0,10,0.0
TERREF CONSTRUCTION CORP ,68350.0,7,0.0
MADE CONTRACTORS,68300.0,5,0.0
AL GENERAL PLUMBING CORP,68100.0,5,4609.0
MG Plumbing & Sprinkler Service,68100.0,7,15636.0
NAVCO/ NORTH AMERICAN VIDEO CORP.,68088.0,7,0.0
G & R ELECTRIC CORP,68038.0,9,1659.0
J & V AIR CONDITIONING  INC.,68000.0,4,1400.0
LAR CONSTRUCTION INC,68000.0,5,2139.0
ECOZONE MECHANICAL CONTRACTORS CORP,68000.0,3,299.0
SIGNALITE INC,68000.0,2,0.0
SOZA ROOFING  CORP,68000.0,3,0.0
A&F American Construction LLC,68000.0,2,1886.0
4D Construction LLC,67900.0,3,1204.0
G3 DESIGN BUILD LLC,67900.0,5,0.0
AIG Construction Services  Inc,67811.0,1,500.0
ESCALA CONSTRUCTION INC,67750.0,5,600.0
STRONG SERVICES USA LLC,67735.0,4,2488.0
MCM ELECTRICAL CONTRACTOR INC. ,67700.0,2,320.0
"COMPLETE POWER SYSTEMS ""LLC""",67683.0,4,10390.0
GALO AIR CONDITIONING INC,67555.0,9,29460.0
DEDCO CONSTRUCTION INC,67517.0,3,0.0
SAME DAY CONSTRUCTION INC.,67500.0,2,600.0
UNIVERSAL HVAC CORP ,67500.0,5,6310.0
ColdStream dba/Salley Holding,67500.0,4,2280.0
JS CONSTRUCTION 2 LLC,67500.0,2,0.0
DAYRONS ELECTRIC INC,67450.0,6,1705.0
QBIQ CORP,67420.0,3,352.0
COMPUTER ELECTRIC INC,67274.0,2,0.0
ESQUEMA INC,67200.0,4,0.0
FD CONSTRUCTION & DESIGN INC,67000.0,2,129.0
LRV One Design  Inc,67000.0,6,0.0
Mega Power LLC,66890.0,11,4629.0
MEGA SOUTH ELECTRIC INC ,66700.0,10,251.0
Power Enterprise Corp,66700.0,9,610.0
EL BISEL GLASS CORP.,66500.0,2,0.0
Galena Construction Inc.,66500.0,3,0.0
Auvidatel Inc,66500.0,3,0.0
R. J. Martin Electrical,66500.0,3,13046.0
CJ POWER INC,66485.0,5,3269.0
MODERN CONSTRUCTION CORP. ,66441.0,1,610.0
DRIVEWAYS BY DESIGNS  INC,66400.0,9,0.0
Associated Painting Contractors,66140.0,9,0.0
CUBY CONSTRUCTION INC,66057.0,5,0.0
MIKE SCOTT PLUMBING INC,66000.0,2,8600.0
APOEM CONSTRUCTION AND STORM SERVICES LLC ,65996.0,4,60.0
COASTAL MECHANICAL SERVICES  LLC.,65985.0,2,5960.0
TOSCANO ENGINEERING INC/dba JOHN R TOSCANO INC,65900.0,3,3413.0
SKYPE ELECTRIC INC ,65650.0,3,2130.0
KMC Contractors LLC,65625.0,1,750.0
ENGINEERED AUTOMATION INC,65600.0,5,0.0
NATION 1 REAL ESTATE  INC. dba NATION 1 Handyman Services Inc,65550.0,5,200.0
DIVERSIFIED ALUMINUM SHUTTERS INC ,65547.0,6,0.0
US Brick & Block Systems  LLC,65475.0,2,0.0
 J E S CONSTRUCTION SYSTEMS INC,65450.0,3,0.0
V & V MECHANICAL CONTRACTORS  INC,65445.0,4,1603.0
Vantage Integration Inc DBA A T & I Systems Inc,65438.0,8,0.0
GOLD STAR ROOFING & CONSTRUCTION CORP,65300.0,3,0.0
D B K INDUSTRIES INC,65289.0,1,725.0
INDUSTRIAL ELECTRICAL C F INC,65280.0,8,4054.0
CARLOS SUAREZBURGOS INC.,65200.0,11,0.0
Flooring Balcony Service Inc.,65164.0,22,0.0
THINK & BUILD CONSTRUCTION INC,65100.0,1,200.0
THE REGENCY ROOFING COMPANIES INC,65000.0,1,0.0
Bowhead Roofing,65000.0,1,0.0
Engineered Environments Inc.,65000.0,1,0.0
INTERSCOPE CONTRACTORS INC,65000.0,2,0.0
Metro Caulking & Waterproofing LLC,65000.0,1,0.0
P & H ADDITIONS  INC. ,65000.0,4,0.0
DANTES CONSTRUCTION SERVICES INC.,65000.0,1,547.0
DEL RIO & SON PLUMBING CORP.,65000.0,2,1078.0
PERFECT DAY POOLS INC.,65000.0,3,0.0
IMPACT WINDOWS USA LLC,64957.0,4,0.0
CASANOVA SERVICES GROUP  CORP. DBA THE CERTIFIED CONTRACTORS GROUP,64800.0,3,500.0
S&R FLORIDA FLOORING LLC,64606.0,3,0.0
FCF Construction Company,64500.0,1,1000.0
SANMAR CONSTRUCTION CORP.,64300.0,3,0.0
Bravo Construction,64250.0,4,1885.0
Rebel Windows And Doors,64200.0,4,0.0
HUBERGRAND ELECTRICAL LLC,64167.0,7,5149.0
W&R Construction Group Inc.,64160.0,6,122.0
NEED A GENERAL CONTRACTOR INC,64125.0,2,100.0
SEACOAST IMPACT GLASS SYSTEMS LLC,64092.0,5,0.0
Waterhouse Construction LLC,64000.0,2,500.0
GDT GROUP CORP ,64000.0,10,0.0
A3C SMART SOLUTIONS  LLC,63812.0,2,0.0
Madrid Exclusive Contractors Corp,63801.0,4,80.0
RAM FAHEL INC.,63750.0,3,500.0
DONERITE PUMPS INC,63600.0,3,7351.0
EXO CONSTRUCTION GROUP INC.,63501.0,3,400.0
Cabrera Paving & Engineering Inc.,63500.0,9,2804.0
Meridian Construction,63400.0,2,713.0
TriCounty Windows and Doors  LLC,63306.0,2,0.0
Fla All Phase Construction Corp.,63200.0,7,0.0
H2O Pro Plumbing Corp,63200.0,5,2438.0
EC COOL AIR CONDITIONING  INC ,63175.0,6,1175.0
Ultimate Fire Protection System Inc.,63100.0,5,0.0
FOREVER ENTERPRISE CONSTRUCTION LLC,63000.0,4,0.0
TRANS COASTAL CONSTRUCTION COMPANY,63000.0,1,0.0
ATO GOLDEN CONSTRUCTION CORP,62900.0,2,936.0
GAVEN LLC,62875.0,2,850.0
GVC Construction Goup CORP,62775.0,1,600.0
Artemisa Fence & Ornamental Corporation,62763.0,10,0.0
305 WINDOWS LLC,62759.0,6,0.0
ZU EXPEDITE SERVICES  LLC,62576.0,6,0.0
MIAMI DADE DEPT OF CORRECTION & REHABILITATION,62555.0,3,4500.0
SYSTEM CONSTRUCTION MANAGMENT LLC ,62545.0,2,900.0
SABINA PLUMBING CORP,62500.0,8,6459.0
MAGNOLIA DESIGN CENTER,62500.0,5,0.0
WIBY CORP ,62500.0,3,0.0
SUPREME PLUMBING CONTRACTORS INC,62400.0,4,23403.0
EUROPEAN FLOORING & KITCHENS DBA EFK of Miami  INC.,62390.0,7,0.0
A 1 INTERIOR WORKS INC,62325.0,4,650.0
BALLAD ELECTRIC INC,62240.0,7,1256.0
AIRTHRONE SERVICES INC,62225.0,2,800.0
Xtreme Fire Protection Inc,62136.0,10,0.0
FERGOSA INC ,62122.0,14,0.0
A & J Roofing Corp,62100.0,3,0.0
WAVE LINK CORP,62007.2,4,0.0
G D CONSTRUCTION LLC,62000.0,3,0.0
OAKLAND PARK PLUMBING INC,62000.0,2,3100.0
KIKO PLUMBING INC ,62000.0,7,3202.0
ABO Engineering Contractors Corp.,62000.0,2,0.0
32DEGREES SERVICES,61900.0,7,0.0
All Construction & Develpers North Florida Inc,61803.0,11,0.0
FOREVER POOLS LLC,61500.0,4,0.0
GP REMODEL CONSTRUCTION  DESIGN INC,61500.0,2,0.0
ABACO Construction INC.,61300.0,7,530.0
ALL FLORIDA CUSTOM HOMES,61000.0,3,0.0
JM Arce Service Inc,61000.0,5,9685.0
BLUE IGUANE  INC,61000.0,2,900.0
HVAC MECHANICAL CORP,61000.0,2,442.0
STORMWISE HURRICANE PROTECTION LLC ,61000.0,5,0.0
COLMAR CONSTRUCTION CORP,61000.0,2,720.0
BY ELITE CONSTRUCTION,61000.0,1,1891.0
Quality Cooling Systems Inc,60950.0,11,23878.0
INTERNATIONAL CLAY USA CORP,60880.0,4,335.0
JD ELECTRIC CONTRACTORS LLC,60800.0,2,0.0
MASTER MECHANICAL H.V.A.C. CORP,60800.0,4,400.0
EZ FLUSH PLUMBING CORP,60700.0,6,3340.0
ANX Builders Inc,60625.0,4,0.0
ADVANCED CONSTRUCTION GROUP INC.,60551.0,2,232.0
SOLAR CONSTRUCTION LLC,60401.0,2,0.0
MR.HERNANDEZ ELECTRIC LLC,60400.0,2,3000.0
KHAN BUILDERS INC,60400.0,2,1092.0
JONATHAN ANDREW CONSTRUCTION INC.,60375.0,1,739.0
HVAC BUILDING SOLUTIONS  CORP ,60300.0,2,14059.0
MTD COMMUNICATIONS  INC,60300.0,7,0.0
Montesa Solutions Enterprises Inc State,60200.0,4,351.0
MENDHEIM CONSTRUCTION LLC,60001.0,2,0.0
Ayunies Construction Inc,60000.0,1,1600.0
KA STAR CONSTRUCTION INC,60000.0,6,4304.0
DR PIPE PLUMBING CONTRACTOR INC,60000.0,2,5517.0
Danto builders LLC,60000.0,1,3553.0
READYPERMITS  INC.,60000.0,1,0.0
Towers Mechanical LLC,60000.0,2,6009.0
Ariel Falcon  LLC ,60000.0,2,60.0
Docktek Marine LLC,60000.0,3,0.0
Pro Plumbing Service and Repair Inc.,60000.0,2,5526.0
BEST GAS CONTRACTORS LLC,60000.0,6,900.0
QUICK SAND & FILL CORPORATION ,60000.0,1,0.0
RUSTY PLUMBING LLC,60000.0,3,2465.0
JEHVEH PLUMBING CORP,60000.0,1,8697.0
Best Way Plumbing Inc,60000.0,2,9936.0
AVATAR TECH SOLUITONS CORP,60000.0,2,5173.0
REFRISTAR LLC,60000.0,3,7043.0
T W BUILDERS OF FLORIDA INC ,60000.0,2,350.0
LAMANNA PLUMBING INC,60000.0,2,7346.0
Interior Production Masters  Inc,60000.0,1,0.0
FG CONSULTING  LLC,60000.0,4,0.0
ADONAY CONSTRUCTION INCORPORATED,59800.0,11,0.0
Miami Design Builders Inc.,59760.0,5,0.0
TROPICKOOL ENGINEERING LLC,59680.0,1,4980.0
NORTHSTAR BUILDING SYSTEMS,59600.0,1,0.0
Window Plus,59500.0,3,0.0
STYLE HOMES FLOORING & DRYWALL CORP,59500.0,8,0.0
NATALIE WINDOWS INC.,59500.0,4,0.0
24ADD.COM.CORP,59500.0,4,0.0
Flooring Kingdom Inc.,59287.0,6,0.0
Betancourt Construction Inc.,59200.0,1,0.0
Kairos Roofing,59000.0,1,0.0
DCOOLER COOLING AND HEATING CORP,59000.0,3,1279.0
USALARM OF NORTH FLORIDA INC.,59000.0,1,0.0
Miami Iron Work Inc.,58841.0,4,0.0
M & V ROOFING SERVICES CORP,58800.0,3,0.0
Fuse Electric Inc,58750.0,9,2120.0
HURRICANE SHUTTER PROS LLC,58722.0,9,0.0
ALL ABOUT DOORS & FLOORS INC.,58647.0,4,0.0
Eagle Concrete Corp.,58600.0,5,0.0
Megatrend Inc.,58501.0,3,80.0
MIAMI FLOOR AND DECOR  INC,58500.0,4,0.0
AIRPORT CONSULTING GROUP LLC ,58450.2,3,2900.0
Greenland Construction & Engineering LLC,58450.0,6,0.0
KINGDOM VISION CONSTRUCTION CORP,58425.0,6,150.0
L & L Developers Inc.,58350.0,4,0.0
Alex Electric Service Inc,58200.0,3,2015.0
SOUTHERN COAST FOUNDATION SYSTEMS,58100.0,2,0.0
LIBERTY ROOFING CONTRACTING  LLC,58000.0,2,0.0
FISHBOX PLUMBING LLC,58000.0,3,9376.0
CIELO ROOFING INC,58000.0,3,0.0
JJAG ELECTRICAL LLC,58000.0,3,3588.0
A CLASS HEATING & COOLING LLC,58000.0,4,6616.0
ALL PHASE CONSTRUCTION USA LLC ,58000.0,1,0.0
Air Cooling Inc.,58000.0,4,3984.0
TWC SERVICES  INC.,57965.0,4,1000.0
Advance Gas & Generators Contractors LLC DBA Total Power & Gas Contractors,57960.0,6,2101.0
Quality Design & Construction  Inc,57915.0,1,200.0
American Purchasing Corp DBA APC General Contractor,57840.0,7,0.0
M O T CONTRACTORS,57803.0,3,0.0
MGM EQUIPMENT  LLC ,57800.0,3,100.0
JIREH ROOFING CONTRACTOR USA  INC,57600.0,3,0.0
