,Project Type,Project Name,Association Name,City,Zip,County,ID
3134,CONDOMINIUM,BRADLEY HALL CONDOMINIUM,BRADLEY HALL CONDOMINIUM,LAUDERHILL,33313,BROWARD,215615
3135,CONDOMINIUM,BRADLEY HALL CONDOMINIUM,BRADLEY HALL CONDOMINIUM,LAUDERHILL,33313,BROWARD,216059
3136,CONDOMINIUM,CAMELOT HALL CONDOMINIUM CORP,CAMELOT HALL CONDOMINIUM CORP,LAUDERHILL,33313,BROWARD,240121
3137,CONDOMINIUM,CASTLE #11,CASTLE 11 CONDO INC,LAUDERHILL,33313,BROWARD,286433
3138,CONDOMINIUM,CASTLE 17 CONDOMINIUM,CASTLE 17 CONDOMINIUM,LAUDERHILL,33313,BROWARD,237804
3139,CONDOMINIUM,DOVER HALL CONDOMINIUM CORP,DOVER HALL CONDOMINIUM CORP,LAUDERHILL,33313,BROWARD,235741
3140,CONDOMINIUM,DOVER HALL CONDOMINIUM CORP,DOVER HALL CONDOMINIUM CORP,LAUDERHILL,33313,BROWARD,235743
3141,CONDOMINIUM,ETON HALL CONDOMINIUM CORP,ETON HALL CONDOMINIUM CORP,LAUDERHILL,33313,BROWARD,235324
3142,CONDOMINIUM,FAIRFAX STRUCTURAL INTEGITY RESERVE STUDY,FAIRFAX HALL,LAUDERHILL,33313,BROWARD,243095
3143,CONDOMINIUM,GALEN HALL,GALEN HALL CONDOMINIUM CORP,LAUDERHILL,33313,BROWARD,240081
3144,CONDOMINIUM,HEATHER HALL CONDOMINIUM CORP,HEATHER HALL CONDOMINIUM CORP,LAUDERHILL,33313,BROWARD,240053
3145,CONDOMINIUM,JARRET HALL CONDOMINIUM CORP,JARRET HALL CONDOMINIUM CORP,LAUDERHILL,33313,BROWARD,240724
3146,CONDOMINIUM,KENWOOD HALL CONDOMINIUM CORP,KENWOOD HALL CONDOMINIUM CORP,LAUDERHILL,33313,BROWARD,243244
3147,CONDOMINIUM,MAJESTIC GARDENS C CONDOMINIUM,MAJESTIC GARDENS C CONDOMINIUM,LAUDERHILL,33313,BROWARD,290030
3148,CONDOMINIUM,MAJESTIC GARDENS F,"MAJESTIC GARDENS CONDOMINIUM F ASSOCIATION, INC.",LAUDERHILL,33313,BROWARD,291607
3149,CONDOMINIUM,BOWLING GREEN,"BOWLING GREEN - A CONDOMINIUM, INC.",PLANTATION,33313,BROWARD,248877
3150,CONDOMINIUM,BRISTOL HALL A CONDO,BRISTOL HALL A CONDO,PLANTATION,33313,BROWARD,247374
3151,CONDOMINIUM,LAKEVIEW SOUTH A CONDO,LAKEVIEW SOUTH A CONDO,PLANTATION,33313,BROWARD,247362
3152,CONDOMINIUM,OMEGA CONDO 2,"OMEGA CONDOMINIUM NO. 2, INC.",PLANTATION,33313,BROWARD,248819
3153,CONDOMINIUM,OMEGA CONDO 3,"OMEGA CONDOMINIUM NO. 3, INC.",PLANTATION,33313,BROWARD,248814
3154,CONDOMINIUM,OMEGA CONDO NO. 5,OMEGA CONDOMINIUM NO. 5,PLANTATION,33313,BROWARD,232410
3155,CONDOMINIUM,OMEGA CONDO NO. 9,OMEGA CONDOMINIUM NO. 9,PLANTATION,33313,BROWARD,232418
3156,CONDOMINIUM,WOODSTOCK LODGE,"WOODSTOCK LODGE - A CONDOMINIUM, INC.",PLANTATION,33313,BROWARD,248868
3161,CONDOMINIUM,RIO NUEVO C CONDO ASSN INC,RIO NUEVO C CONDOMINIUM ASSOCIATION INC,F,33315,BROWARD,250193
3162,CONDOMINIUM,ESPLANADE ON THE NEW RIVER,ESPLANADE ON THE NEW RIVER,FORT LAUDERDALE,33315,BROWARD,247184
3163,CONDOMINIUM,ESPLANADE ON THE NEW RIVER,ESPLANADE ON THE NEW RIVER,FORT LAUDERDALE,33315,BROWARD,247190
3164,CONDOMINIUM,MARINA OAKS CONDOMINIUMS,MARINA OAKS CONDO ASSOCIATION,FORT LAUDERDALE,33315,BROWARD,237877
3165,CONDOMINIUM,RIVER BEACH CONDO IV,RIVER BEACH INC,FORT LAUDERDALE,33315,BROWARD,245932
3166,CONDOMINIUM,RIVER REACH CONDO I,RIVER REACH INC,FORT LAUDERDALE,33315,BROWARD,245943
3167,CONDOMINIUM,RIVER REACH CONDO II,"RIVER REACH, INC.",FORT LAUDERDALE,33315,BROWARD,245939
3168,CONDOMINIUM,RIVER REACH CONDO III,"RIVER REACH, INC.",FORT LAUDERDALE,33315,BROWARD,245937
3169,CONDOMINIUM,RIVER REACH CONDO V,RIVER REACH INC,FORT LAUDERDALE,33315,BROWARD,245925
3170,CONDOMINIUM,RIVER REACH CONDO VI,RIVER REACH INC,FORT LAUDERDALE,33315,BROWARD,245921
3171,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE,ESPLANADE ON THE NEW RIVER,FORT LAUDERDALE,33315,BROWARD,238145
3172,CONDOMINIUM,"PLANTATION CLUB CONDOMINIUM ASSN, INC.","PLANTATION CLUB CONDO ASSN, INC.",PLANTATION,33315,BROWARD,249899
3173,COOPERATIVE,BREAKWATER TOWERS,BREAKWATER TOWERS CORP.,FORT LAUDERDALE,33316,BROWARD,248560
3174,COOPERATIVE,"LACOQUINA, INC.","LA COQUINA, INC.",FORT LAUDERDALE,33316,BROWARD,287672
3175,CONDOMINIUM,2024 SIRS & NON-SIRS REPORTS,"SKY HARBOUR EAST, LLC",FORT LAUDERDALE,33316,BROWARD,215810
3176,CONDOMINIUM,COCONUT GROVE RESIDENCES,COCONUT GROVE RESIDENCES ON FORT LAUDERDALE BEACH,FORT LAUDERDALE,33316,BROWARD,286672
3177,CONDOMINIUM,CROMWELL EAST INC.,_,FORT LAUDERDALE,33316,BROWARD,248393
3178,CONDOMINIUM,EMBASSY CONDO APTS ASSN INC,EMBASSY CONDOMINIUM APARTMENTS ASSOCIATION INC,FORT LAUDERDALE,33316,BROWARD,250161
3179,CONDOMINIUM,JACKSON TOWER LAS OLAS CONDOMINIUM ASSOCIATION,JACKSON TOWER LAS OLAS CONDOMINIUM ASSOCIATION,FORT LAUDERDALE,33316,BROWARD,236948
3180,CONDOMINIUM,"LAS OLAS BEACH CLUB CONDOMINIUM ASSOCIATION ,INC.","LAS OLAS BEACH CLUB CONDOMINIUM ASSOCIATION ,INC.",FORT LAUDERDALE,33316,BROWARD,236995
3181,CONDOMINIUM,"MARK I, A CONDO","MARK I CONDOMINIUM HOMEOWNERS ASSOCIATION, INC.",FORT LAUDERDALE,33316,BROWARD,249971
3182,CONDOMINIUM,MARRIOTT'S BEACHPLACE TOWERS,"BEACHPLACE TOWERS CONDOMINIUM ASSOCIATION, INC.",FORT LAUDERDALE,33316,BROWARD,206116
3183,CONDOMINIUM,MAYA (MARCA) CONDOMINIUM APARTMENTS,MAYA (MARCA) CONDOMINIUM APARTMENTS,FORT LAUDERDALE,33316,BROWARD,223851
3184,CONDOMINIUM,POINT OF AMERICAS II,POINT OF AMERICAS II,FORT LAUDERDALE,33316,BROWARD,217812
3185,CONDOMINIUM,PORTOFINO ON THE INTRACOASTAL CONDOMINIUM ASSOCIATION,PORTOFINO ON THE INTRACOASTAL CONDOMINIUM ASSOCIATION,FORT LAUDERDALE,33316,BROWARD,216012
3186,CONDOMINIUM,PORTSIDE YACHT CLUB 1,PORTSIDE YACHT CLUB ASSOCIATION INC.,FORT LAUDERDALE,33316,BROWARD,234287
3187,CONDOMINIUM,SIRS,VENETIAN CONDOMINIUM INC.,FORT LAUDERDALE,33316,BROWARD,215685
3188,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,"EVERGLADES HOUSE CONDOMINIUM ASSOCIATION, INC.",FORT LAUDERDALE,33316,BROWARD,229326
3189,CONDOMINIUM,"THE PORT CONDOMINIUM ASSOCIATION, INC.","THE PORT CONDOMINIUM ASSOCIATION, INC.",FORT LAUDERDALE,33316,BROWARD,203464
3190,CONDOMINIUM,THE QUARTERDECK CONDOMINIUM,THE QUARTERDECK CONDOMINIUM ASSOCIATION,FORT LAUDERDALE,33316,BROWARD,204660
3191,CONDOMINIUM,"VILLAGE AT HARBOR BEACH CONDOMINIUM ASSOCIATION, INC","VILLAGE AT HARBOR BEACH CONDOMINIUM ASSOCIATION, INC.",FORT LAUDERDALE,33316,BROWARD,231852
3192,CONDOMINIUM,VILLAGE EAST CONDOMINIUM,VILLAGE EAST CONDOMINIUM,FORT LAUDERDALE,33316,BROWARD,228798
3193,CONDOMINIUM,CROMWELL EAST INC,CROMWELL EAST INC,"FORT LAUDERDALE, FL",33316,BROWARD,290684
3194,CONDOMINIUM,POINT OF AMERICAS PHASE I,POINT OF AMERICAS PHASE I,"FORT LAUDERDALE, FL",33316,BROWARD,216609
3195,CONDOMINIUM,CARAVEL CONDO APTS.,CARAVEL CONDO APTS.,FT. LAUDERDALE,33316,BROWARD,240171
3196,CONDOMINIUM,UNIVERSITY PARC RESIDENCES,"UNIVERSITY PARC RESIDENCES CONDOMINIUM ASSOCIATION, INC.",DAVIE,33317,BROWARD,248865
3197,CONDOMINIUM,CONDO PROJECT,"ROYAL PALM AT PLANTATION, A CONDO",PLANTATION,33317,BROWARD,237092
3198,CONDOMINIUM,PLANTATION ROYAL SEC I,PLANTATION ROYAL CONDO ASSOC INC SEC #1,PLANTATION,33317,BROWARD,291416
3199,CONDOMINIUM,PLANTATION ROYALE SECTION 2,"PLANTATION ROYAL SEC 2 ASSOC., INC.",PLANTATION,33317,BROWARD,271457
3200,CONDOMINIUM,PLANTATION TERRACE,"PLANTATION TERRACE CONDO ASSOC., INC.",PLANTATION,33317,BROWARD,240462
3201,CONDOMINIUM,PROFESSIONAL ARTS CENTRE,"PROFESSIONAL ARTS CENTRE CONDOMINIUM ASSOCIATION, INC.",PLANTATION,33317,BROWARD,248846
3202,CONDOMINIUM,"VILLAGE GREEN CONDO ASSN,",VILLAGE GREEN,PLANTATION,33317,BROWARD,248675
3207,CONDOMINIUM,ALOHA GARDENS CONDOMINIUM,ALOHA GARDENS CONDOMINIUM ASSOCIATION,LAUDERDALE LAKES,33319,BROWARD,249939
3208,CONDOMINIUM,"ALOHA GARDENS, A CONDO","ALOHA GARDENS CONDOMINIUM, INC.",LAUDERDALE LAKES,33319,BROWARD,287568
3209,CONDOMINIUM,"ALOHA GARDENS, A CONDO","ALOHA GARDENS CONDOMINIUM, INC.",LAUDERDALE LAKES,33319,BROWARD,301169
3210,CONDOMINIUM,BAMBOO GARDENS A,"BAMBOO GARDENS CONDOMINIUM, INC",LAUDERDALE LAKES,33319,BROWARD,253323
3211,CONDOMINIUM,CYPRESS CHASE NORTH,CYPRESS CHASE NORTH 3,LAUDERDALE LAKES,33319,BROWARD,215704
3212,CONDOMINIUM,CYPRESS CHASE NORTH,CYPRESS CHASE NORTH 3,LAUDERDALE LAKES,33319,BROWARD,216151
3213,CONDOMINIUM,DOGWOOD GARDENS CONDOMINIUM,DOGWOOD GARDENS ASSOCIATION,LAUDERDALE LAKES,33319,BROWARD,249936
3214,CONDOMINIUM,"DOGWOOD GARDENS, A CONDO","DOGWOOD GARDENS CONDOMINIUM, INC.",LAUDERDALE LAKES,33319,BROWARD,301202
3215,CONDOMINIUM,ELDERBERRY GARDENS,"ELDERBERRY GARDENS CONDOMINIUM, INC",LAUDERDALE LAKES,33319,BROWARD,219552
3216,CONDOMINIUM,EMERALD CONDOMINIUM ASSOCIATION INC,EMWEALD CONDOMINIUM ASSOCIATION INC,LAUDERDALE LAKES,33319,BROWARD,263938
3217,CONDOMINIUM,GARNET CONDOMINIUM ASSOCIATION,GARNET CONDOMINIUM ASSOCIATION,LAUDERDALE LAKES,33319,BROWARD,274911
3219,CONDOMINIUM,JONQUIL GARDENS CONDO,"JONQUIL GARDENS CONDOMINIUM, INC",LAUDERDALE LAKES,33319,BROWARD,246587
3220,CONDOMINIUM,KARISA GARDENS CONDO,KARISA GARDENS CONDO ASSOCIATION,LAUDERDALE LAKES,33319,BROWARD,204418
3221,CONDOMINIUM,MELALEUCA GARDENS CONDO,"MELALEUCA GARDENS CONDOMINIUM, INC.",LAUDERDALE LAKES,33319,BROWARD,299275
3222,CONDOMINIUM,OLEANDER GARDENS CONDO,"OLEANDER GARDENS CONDOMINIUM, INC.",LAUDERDALE LAKES,33319,BROWARD,299280
3223,CONDOMINIUM,RUBY CONDOMINIUM ASSOCIATION,RUBY CONDOMIMIUM,LAUDERDALE LAKES,33319,BROWARD,279758
3224,CONDOMINIUM,SAPPHIRE CONDOMINIUM,SAPPHIRE CONDOMINIUM ASSOCIATION,LAUDERDALE LAKES,33319,BROWARD,275197
3225,CONDOMINIUM,"SAPPHIRE CONDOMINIUM ASSOCIATION, INC","SAPPHIRE COMDOMINIUM ASSOCIATION, INC",LAUDERDALE LAKES,33319,BROWARD,288247
3226,CONDOMINIUM,SIRS,"ALOHA GARDENS CONDO, INC",LAUDERDALE LAKES,33319,BROWARD,246708
3227,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,CYPRESS CHASE NORTH CONDOMINIUM ASSOCIATION  1,LAUDERDALE LAKES,33319,BROWARD,207215
3228,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVED STUDY,CYPRESS CHASE NORTH 3,LAUDERDALE LAKES,33319,BROWARD,212440
3229,CONDOMINIUM,THISTLE GARDENS CONDO,"THISTLE CONDOMINIUM ASSOCIATION, INC",LAUDERDALE LAKES,33319,BROWARD,218010
3230,CONDOMINIUM,TULIP GARDENS CONDO,"TULIP GARDENS CONDOMINIUM, INC",LAUDERDALE LAKES,33319,BROWARD,220678
3231,CONDOMINIUM,UMBRA GARDENS CONDO,"UMBRA CONDOMINIUM ASSOCIATION, INC",LAUDERDALE LAKES,33319,BROWARD,218002
3232,CONDOMINIUM,USNEE GARDENS CONDO,"USNEE GARDENS CONDOMINIUM, INC",LAUDERDALE LAKES,33319,BROWARD,217957
3233,CONDOMINIUM,VINE GARDENS CONDO,"VINE CONDOMINIUM ASSOCIATION, INC",LAUDERDALE LAKES,33319,BROWARD,217994
3234,CONDOMINIUM,VIOLET GARDENS CONDO,"VIOLET GARDENS CONDOMINIUM, INC",LAUDERDALE LAKES,33319,BROWARD,217976
3235,CONDOMINIUM,WALNUT GARDENS CONDO,"WALNUT CONDOMINIUM ASSOCIATION, INC",LAUDERDALE LAKES,33319,BROWARD,217996
3236,CONDOMINIUM,WILLOW GARDENS,"WILLOW GARDENS CONDOMINIUM, INC",LAUDERDALE LAKES,33319,BROWARD,219556
3237,CONDOMINIUM,ENVIRON TOWERS II STRUCTURAL INTEGRETY REPORT RESERVE STUDY,ENVIRON TOWERS II COND ASSOCIATION,LAUDERHILL,33319,BROWARD,236415
3238,CONDOMINIUM,ENVIRON TOWERS1 CONDO ASSOC.,ENVIRON TOWERS1 CONDO ASSOC.,LAUDERHILL,33319,BROWARD,240344
3239,CONDOMINIUM,INVERWOOD CONDOMINIUM ASSOCIATION INC.,INVERWOOD CONDOMINIUM ASSOCIATION,LAUDERHILL,33319,BROWARD,248186
3240,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY (SIRS),"THE MANORS OF INVERRARY XI ASSOCIATION, INC",LAUDERHILL,33319,BROWARD,215432
3241,CONDOMINIUM,"THE 18TH HOLE AT INVERRARY ASSOCIATION, INC.","THE 18TH HOLE AT INVERRARY ASSOCIATION, INC.",LAUDERHILL,33319,BROWARD,215435
3242,CONDOMINIUM,THE GREENS OF INVERRARY CONDOMINIUM ASSOCIATION PHASE 1 INC,THE GREENS OF INVERRARY CONDOMINIUM ASSOCIATION PHASE 1 INC,LAUDERHILL,33319,BROWARD,264976
3243,CONDOMINIUM,SIRS STUDY,APPLEGREEN CONDOS II,MARGATE,33319,BROWARD,293371
3244,CONDOMINIUM,GARDENS OF SABAL PALM CONDO RES I INC,GARDENS OF SABAL PALM CONDO RES I INC,TAMARAC,33319,BROWARD,293046
3246,CONDOMINIUM,CLAIRMONT CONDO A ASSN INC,CLAIRMONT CONDO A ASSN INC,TAMARAC,33321,BROWARD,237223
3247,CONDOMINIUM,CLAIRMONT CONDO B,CLAIRMONT CONDOMINIUM B ASSN INC,TAMARAC,33321,BROWARD,239323
3248,CONDOMINIUM,CLAIRMONT CONDO E,CLAIRMONT CONDO E ASSN INC,TAMARAC,33321,BROWARD,239350
3249,CONDOMINIUM,CLAIRMONT CONDO F,"CLAIRMONT CONDO F ASSN, INC.",TAMARAC,33321,BROWARD,239507
3250,CONDOMINIUM,CLAIRMONT CONDO G,"CLAIRMONT CONDO G ASSN, INC",TAMARAC,33321,BROWARD,239536
3251,CONDOMINIUM,CLAIRMONT CONDO H,"CLAIRMONT CONDO H ASSN, INC.",TAMARAC,33321,BROWARD,239548
3252,CONDOMINIUM,CLAIRMONT CONDO I,"CLAIRMONT CONDO I ASSN, INC",TAMARAC,33321,BROWARD,239597
3253,CONDOMINIUM,CLAIRMONT CONDO O,CLAIRMONT CONDO O ASSN INC,TAMARAC,33321,BROWARD,239612
3254,CONDOMINIUM,"CONCORD VILLAGE CONDOMINIUM I ASSOCIATION, INC.",CONCORD VILLAGE CONDO I,TAMARAC,33321,BROWARD,248508
3255,CONDOMINIUM,CONCORD VILLAGE CONDOMINIUM V,"CONCORD VILLAGE CONDOMINIUM V ASSOCIATION, INC",TAMARAC,33321,BROWARD,253104
3256,CONDOMINIUM,CONDO PROJECT,FAIR FAX CONDO A,TAMARAC,33321,BROWARD,251355
3257,CONDOMINIUM,CONDO PROJECT,FAIR FAX CONDO D,TAMARAC,33321,BROWARD,251349
3258,CONDOMINIUM,CONDO PROJECT,FAIR FAX CONDO H,TAMARAC,33321,BROWARD,250438
3259,CONDOMINIUM,CONDO PROJECT,FAIRFAX CONDO D,TAMARAC,33321,BROWARD,250435
3260,CONDOMINIUM,CONDO PROJECT,FAIRFAX CONDO E,TAMARAC,33321,BROWARD,250446
3261,CONDOMINIUM,CONDO PROJECT,FAIRFAX CONDO F,TAMARAC,33321,BROWARD,250442
3262,CONDOMINIUM,CONDO PROJECT,FAIRFAX CONDO G,TAMARAC,33321,BROWARD,250436
3263,CONDOMINIUM,CONDO PROJECT,FAIRFAX CONDO I,TAMARAC,33321,BROWARD,250422
3264,CONDOMINIUM,CONDO PROJECT,SOUTH PALM PLACE CONDOMINIUM HOMES,TAMARAC,33321,BROWARD,236962
3265,CONDOMINIUM,FAIRWAYS OF TAMARAC CONDO ASSOC III,FAIRWAYS OF TAMARAC CONDO ASSOC III,TAMARAC,33321,BROWARD,242847
3266,CONDOMINIUM,GRANDVILLE CONDOMINIUM ASSOCIATION,GRANDVILLE CONDOMINIUM BUILDING F,TAMARAC,33321,BROWARD,221946
3267,CONDOMINIUM,GRANVILLE BLDG C,GRANVILLE CONDOMINIUM ASSOCIATION,TAMARAC,33321,BROWARD,221788
3268,CONDOMINIUM,GRANVILLE BUILDING D,GRANVILLE CONDOMINIUM ASSOCIATION,TAMARAC,33321,BROWARD,221792
3269,CONDOMINIUM,GRANVILLE CONDO B,GRANVILLE CONDO B,TAMARAC,33321,BROWARD,221786
3270,CONDOMINIUM,GRANVILLE CONDOMINIUM ASSOCIATION,GRANVILLE BUILDING E,TAMARAC,33321,BROWARD,221798
3271,CONDOMINIUM,GRANVILLE CONDOMINIUM ASSOCIATION,GRANVILLE BUILDING J,TAMARAC,33321,BROWARD,222064
3272,CONDOMINIUM,GRANVILLE CONDOMINIUM ASSOCIATION,GRANVILLE CONDOMINIUM BUILDING G,TAMARAC,33321,BROWARD,221954
3273,CONDOMINIUM,GRANVILLE CONDOMINUM ASSOCIATION,GRANVILLE CONDOMINIUM BUILDING H,TAMARAC,33321,BROWARD,222053
3274,CONDOMINIUM,GRANVILLLE CONDOMINIUM ASSOCIATION,GRANVILLE BUILDING I,TAMARAC,33321,BROWARD,222061
3275,CONDOMINIUM,GREENS CONDO APARTMENTS PHASE II,"THE GREENS CONDOMINIUM APARTMENTS, INC.",TAMARAC,33321,BROWARD,315187
3278,CONDOMINIUM,RESERVE STUDY,"ASHMONT CONDOMINIUM G ASSOCIATION, INC.",TAMARAC,33321,BROWARD,237364
3279,CONDOMINIUM,RESERVE STUDY- SIRS,"ASHMONT CONDOMINIUM C ASSOCIATION, INC",TAMARAC,33321,BROWARD,237321
3280,CONDOMINIUM,RESERVE STUDY- SIRS,"ASHMONT CONDOMINIUM D ASSOCIATION, INC.",TAMARAC,33321,BROWARD,237346
3281,CONDOMINIUM,RESERVE STUDY- SIRS,"ASHMONT CONDOMINIUM E ASSOCIATION, INC.",TAMARAC,33321,BROWARD,237349
3282,CONDOMINIUM,RESERVE STUDY- SIRS,"DEVON CONDOMINIUM A ASSOCIATION, INC.",TAMARAC,33321,BROWARD,234968
3283,CONDOMINIUM,RESERVE STUDY- SIRS,"DEVON CONDOMINIUM F ASSOCIATION, INC.",TAMARAC,33321,BROWARD,234993
3284,CONDOMINIUM,RESERVE STUDY- SIRS,"SOUTHAMPTON AT KINGS POINT CONDOMINIUM A ASSOCIATION, INC.",TAMARAC,33321,BROWARD,230276
3285,CONDOMINIUM,RESERVE STUDY-SIRS,"DEVON CONDOMINIUM B ASSOCIATION, INC.",TAMARAC,33321,BROWARD,234987
3286,CONDOMINIUM,RESERVE STUDY-SIRS,"DEVON CONDOMINIUM C ASSOCIATION, INC.",TAMARAC,33321,BROWARD,235051
3287,CONDOMINIUM,RESERVE STUDY-SIRS,"DEVON CONDOMINIUM G ASSOCIATION, INC.",TAMARAC,33321,BROWARD,234999
3288,CONDOMINIUM,RESERVE STUDY-SIRS,"DEVON CONDOMINIUM H ASSOCIATION, INC.",TAMARAC,33321,BROWARD,235019
3289,CONDOMINIUM,SANDS POINT CONDO 1,"SANDS POINT 1 CONDOMINIUM ASSOCIATION, INC.",TAMARAC,33321,BROWARD,267810
3290,CONDOMINIUM,SANDS POINT CONDO 1,"SANDS POINT CONDOMINIUM ASSOCIATION ONE, INC",TAMARAC,33321,BROWARD,276559
3291,CONDOMINIUM,SANDS POINT CONDO VI,"SANDS POINT CONDOMINIUM VI, INC.",TAMARAC,33321,BROWARD,271236
3292,CONDOMINIUM,"SANDS POINT CONDOMINIUM V, INC.","SANDS POINT CONDOMINIUM V, INC.",TAMARAC,33321,BROWARD,292548
3293,CONDOMINIUM,SIRS,CONCORD VILLAGE CONDO VI,TAMARAC,33321,BROWARD,234743
3294,CONDOMINIUM,SIRS,"SOUTHAMPTON ""B"" CONDOMINIUM ASSOCIATION, INC.",TAMARAC,33321,BROWARD,231553
3295,CONDOMINIUM,SIRS,"SOUTHAMPTON AT KINGS POINT CONDOMINIUM C ASSOCIATION, INC.",TAMARAC,33321,BROWARD,231654
3296,CONDOMINIUM,SIRS,"SOUTHAMPTON CONDOMINIUM D ASSOCIATION, INC.",TAMARAC,33321,BROWARD,231594
3297,CONDOMINIUM,SIRS,"SOUTHAMPTON CONDOMINIUM E ASSOCIATION, INC.",TAMARAC,33321,BROWARD,231609
3298,CONDOMINIUM,SIRS,"SOUTHAMPTON CONDOMINIUM F ASSOCIATION, INC.",TAMARAC,33321,BROWARD,231645
3299,CONDOMINIUM,SIRS,"SOUTHAMPTON CONDOMINIUM G ASSOCIATION, INC.",TAMARAC,33321,BROWARD,231618
3300,CONDOMINIUM,SIRS,"SOUTHAMPTON CONDOMINIUM H ASSOCIATION, INC.",TAMARAC,33321,BROWARD,231574
3301,CONDOMINIUM,SIRS,"SOUTHAMPTON CONDOMINIUM I ASSOCIATION, INC.",TAMARAC,33321,BROWARD,231588
3302,CONDOMINIUM,SIRS,"SOUTHAMPTON CONDOMINIUM J ASSOCIATION, INC.",TAMARAC,33321,BROWARD,231580
3303,CONDOMINIUM,SIRS REPORT,"HILLCREST COUNTRY CLUB NO.7 CONDOMINIUM, INC.",TAMARAC,33321,BROWARD,297526
3304,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,"CONCORD VILLAGE CONDOMINIUM V ASSOCIATION, INC.",TAMARAC,33321,BROWARD,292081
3305,CONDOMINIUM,TRENT CONDO C,"TRENT CONDO C ASSN., INC.",TAMARAC,33321,BROWARD,269522
3307,CONDOMINIUM,YARDLEY CONDO A ASSN INC,YARDLEY CONDO A ASSN INC,TAMARAC,33321,BROWARD,237228
3308,CONDOMINIUM,YARDLEY CONDO B,YARDLEY CONDO B ASSN INC,TAMARAC,33321,BROWARD,239720
3309,CONDOMINIUM,YARDLEY CONDO C,YARDLEY CONDO C ASSN INC,TAMARAC,33321,BROWARD,239809
3310,CONDOMINIUM,YARDLEY CONDO D,YARDLEY CONDO D ASSN INC,TAMARAC,33321,BROWARD,239837
3311,CONDOMINIUM,YARDLEY CONDO E,YARDLEY CONDO E ASSN INC,TAMARAC,33321,BROWARD,239849
3312,CONDOMINIUM,YARDLEY CONDO F,YARDLEY CONDO F ASSN INC,TAMARAC,33321,BROWARD,239863
3313,CONDOMINIUM,GRAND MARQUIS CONDOMINIUM HOMES ASSOCIATION,GRAND MARQUIS CONDOMINIUM HOMES,PLANTATION,33322,BROWARD,272512
3314,CONDOMINIUM,JACARANDA HEIGHTS,JACARANDA HEIGHTS,PLANTATION,33322,BROWARD,284661
3315,CONDOMINIUM,JACARANDA HEIGHTS CONDOMINIUM ASSOCIATION INC,"JACARANDA HEIGHTS, A CONDO",PLANTATION,33322,BROWARD,218504
3316,CONDOMINIUM,QUAIL RUN OF SUNRISE UNIT TWO CONDOMINIUM ASSOCIATION,QUAIL RUN OF SUNRISE UNIT TWO CONDOMINIUM ASSOCIATION,SUNRISE,33322,BROWARD,237445
3323,CONDOMINIUM,SUNRISE LAKES CONDO APTS NO. 218,SUNRISE LAKES CONDOMINIUM PHASE 4 INC 2,SUNRISE,33322,BROWARD,243608
3324,CONDOMINIUM,SUNRISE LAKES CONDO APTS NO. 219,SUNRISE LAKES CONDOMINIUM PHASE 4 INC 2,SUNRISE,33322,BROWARD,243617
3325,CONDOMINIUM,SUNRISE LAKES CONDO APTS NO. 220,SUNRISE LAKES CONDOMINIUM PHASE 4 INC 2,SUNRISE,33322,BROWARD,243623
3326,CONDOMINIUM,SUNRISE LAKES CONDO NO. 179,SUNRISE LAKES CONDOMINIUM PHASE 4 INC 2,SUNRISE,33322,BROWARD,242777
3327,CONDOMINIUM,SUNRISE LAKES CONDO NO. 181,SUNRISE LAKES CONDOMINIUM PHASE 4 INC 2,SUNRISE,33322,BROWARD,242882
3328,CONDOMINIUM,SUNRISE LAKES CONDO NO. 182,SUNRISE LAKES CONDOMINIUM PHASE 4 INC 2,SUNRISE,33322,BROWARD,242900
3329,CONDOMINIUM,SUNRISE LAKES CONDO NO. 183,SUNRISE LAKES CONDOMINIUM PHASE 4 INC 2,SUNRISE,33322,BROWARD,242916
3330,CONDOMINIUM,SUNRISE LAKES CONDO NO. 184,SUNRISE LAKES CONDOMINIUM PHASE 4 INC 2,SUNRISE,33322,BROWARD,242950
3331,CONDOMINIUM,SUNRISE LAKES CONDO NO. 185,SUNRISE LAKES CONDOMINIUM PHASE 4 INC 2,SUNRISE,33322,BROWARD,242969
3332,CONDOMINIUM,SUNRISE LAKES CONDO NO. 185,SUNRISE LAKES CONDOMINIUM PHASE 4 INC 2,SUNRISE,33322,BROWARD,242979
3333,CONDOMINIUM,SUNRISE LAKES CONDO NO. 187,SUNRISE LAKES CONDO PH 4 INC 3,SUNRISE,33322,BROWARD,240586
3334,CONDOMINIUM,SUNRISE LAKES CONDO NO. 188,SUNRISE LAKES CONDO PH 4 INC 3,SUNRISE,33322,BROWARD,240623
3335,CONDOMINIUM,SUNRISE LAKES CONDO NO. 190,SUNRISE LAKES CONDO PH 4 INC 3,SUNRISE,33322,BROWARD,240661
3336,CONDOMINIUM,SUNRISE LAKES CONDO NO. 191,SUNRISE LAKES CONDO PH 4 INC 3,SUNRISE,33322,BROWARD,240667
