,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,year
5168,South Ozone Park,Queens,Q4 2025,Mixed-Use,Commercial,"$930,000","$930,000","$930,000",1,2025
5171,South Richmond Hill,Queens,Q1 2025,Mixed-Use,Commercial,"$2,150,000","$1,075,000","$1,075,000",2,2025
5172,South Richmond Hill,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$900,000","$900,000","$900,000",1,2025
5175,South Richmond Hill,Queens,Q1 2026,Mixed-Use,Commercial,"$2,640,000","$1,320,000","$1,320,000",2,2026
5176,South Richmond Hill,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$2,500,000","$2,500,000","$2,500,000",1,2026
5180,South Richmond Hill,Queens,Q2 2025,Mixed-Use,Commercial,"$4,495,000","$972,500","$1,123,750",4,2025
5181,South Richmond Hill,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$3,210,000","$1,605,000","$1,605,000",2,2025
5186,South Richmond Hill,Queens,Q3 2025,Mixed-Use,Commercial,"$3,025,000","$705,000","$1,008,333",3,2025
5191,South Richmond Hill,Queens,Q4 2025,Mixed-Use,Commercial,"$6,295,000","$1,175,000","$1,049,167",6,2025
5196,South Williamsburg,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$5,775,000","$2,887,500","$2,887,500",2,2025
5200,South Williamsburg,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$9,325,000","$3,500,000","$3,108,333",3,2026
5204,South Williamsburg,Brooklyn,Q2 2025,Condo,Commercial,"$1,830,000","$1,830,000","$1,830,000",1,2025
5206,South Williamsburg,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$12,126,628","$3,998,000","$4,042,209",3,2025
5207,South Williamsburg,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$9,502,000","$2,852,000","$3,167,333",3,2025
5209,South Williamsburg,Brooklyn,Q2 2025,Office,Commercial,"$10,000,000","$10,000,000","$10,000,000",1,2025
5212,South Williamsburg,Brooklyn,Q3 2025,Condo,Commercial,"$74,594,500","$37,297,250","$37,297,250",2,2025
5214,South Williamsburg,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$9,690,000","$2,412,500","$2,422,500",4,2025
5215,South Williamsburg,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$4,490,000","$4,490,000","$4,490,000",1,2025
5217,South Williamsburg,Brooklyn,Q4 2024,Condo,Commercial,"$3,039,237","$3,039,237","$3,039,237",1,2024
5222,South Williamsburg,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$13,927,495","$2,920,000","$2,785,499",5,2025
5223,South Williamsburg,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$5,500,000","$5,500,000","$5,500,000",1,2025
5225,South Williamsburg,Brooklyn,Q4 2025,Office,Commercial,"$5,800,000","$5,800,000","$5,800,000",1,2025
5229,Springfield Gardens,Queens,Q1 2025,Land,Commercial,"$250,000","$250,000","$250,000",1,2025
5232,Springfield Gardens,Queens,Q1 2026,Land,Commercial,"$365,000","$365,000","$365,000",1,2026
5233,Springfield Gardens,Queens,Q1 2026,Mixed-Use,Commercial,"$680,000","$680,000","$680,000",1,2026
5236,Springfield Gardens,Queens,Q2 2025,Mixed-Use,Commercial,"$1,450,000","$725,000","$725,000",2,2025
5241,Springfield Gardens,Queens,Q4 2024,Land,Commercial,"$850,000","$850,000","$850,000",1,2024
5245,Springfield Gardens,Queens,Q4 2025,Mixed-Use,Commercial,"$678,400","$678,400","$678,400",1,2025
5250,Spuyten Duyvil,Bronx,Q1 2025,Co-op,Commercial,"$1,257,500","$628,750","$628,750",2,2025
5258,Spuyten Duyvil,Bronx,Q1 2026,Single-Family Home,Commercial,"$2,650,000","$2,650,000","$2,650,000",1,2026
5273,St. Albans,Queens,Q1 2025,Mixed-Use,Commercial,"$413,000","$413,000","$413,000",1,2025
5276,St. Albans,Queens,Q1 2026,Mixed-Use,Commercial,"$2,382,500","$825,000","$794,167",3,2026
5280,St. Albans,Queens,Q2 2025,Mixed-Use,Commercial,"$1,300,000","$650,000","$650,000",2,2025
5281,St. Albans,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$886,015","$886,015","$886,015",1,2025
5285,St. Albans,Queens,Q3 2025,Land,Commercial,"$825,000","$825,000","$825,000",1,2025
5286,St. Albans,Queens,Q3 2025,Mixed-Use,Commercial,"$2,900,000","$700,000","$725,000",4,2025
5291,St. Albans,Queens,Q4 2025,Mixed-Use,Commercial,"$2,697,876","$685,000","$674,469",4,2025
5296,St. George,Staten Island,Q1 2025,Mixed-Use,Commercial,"$800,000","$800,000","$800,000",1,2025
5297,St. George,Staten Island,Q1 2025,Multi-Family Dwelling,Commercial,"$4,259,000","$2,129,500","$2,129,500",2,2025
5306,St. George,Staten Island,Q2 2025,Land,Commercial,"$350,000","$350,000","$350,000",1,2025
5309,St. George,Staten Island,Q3 2025,Co-op,Commercial,"$310,000","$310,000","$310,000",1,2025
5312,St. George,Staten Island,Q3 2025,Mixed-Use,Commercial,"$480,000","$480,000","$480,000",1,2025
5313,St. George,Staten Island,Q3 2025,Multi-Family Dwelling,Commercial,"$1,275,000","$1,275,000","$1,275,000",1,2025
5319,St. George,Staten Island,Q4 2025,Land,Commercial,"$410,000","$410,000","$410,000",1,2025
5320,St. George,Staten Island,Q4 2025,Mixed-Use,Commercial,"$2,450,000","$650,000","$816,667",3,2025
5323,Stapleton,Staten Island,Q1 2025,Mixed-Use,Commercial,"$560,000","$560,000","$560,000",1,2025
5324,Stapleton,Staten Island,Q1 2025,Multi-Family Dwelling,Commercial,"$1,000,000","$1,000,000","$1,000,000",1,2025
5328,Stapleton,Staten Island,Q2 2025,Land,Commercial,"$1,100,000","$1,100,000","$1,100,000",1,2025
5331,Stapleton,Staten Island,Q3 2025,Mixed-Use,Commercial,"$555,000","$555,000","$555,000",1,2025
5335,Stapleton,Staten Island,Q4 2025,Mixed-Use,Commercial,"$1,410,000","$705,000","$705,000",2,2025
5340,Stuyvesant Heights,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$6,614,644","$1,600,001","$1,653,661",4,2025
5341,Stuyvesant Heights,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$11,807,400","$1,113,700","$1,475,925",8,2025
5346,Stuyvesant Heights,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$999,000","$999,000","$999,000",1,2026
5347,Stuyvesant Heights,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$6,910,500","$1,525,000","$1,382,100",5,2026
5352,Stuyvesant Heights,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$15,749,000","$1,900,000","$2,249,857",7,2025
5357,Stuyvesant Heights,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$3,020,000","$1,510,000","$1,510,000",2,2025
5358,Stuyvesant Heights,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$28,063,124","$2,446,808","$3,118,125",9,2025
5362,Stuyvesant Heights,Brooklyn,Q4 2024,Mixed-Use,Commercial,"$1,200,000","$1,200,000","$1,200,000",1,2024
5363,Stuyvesant Heights,Brooklyn,Q4 2024,Multi-Family Dwelling,Commercial,"$3,325,000","$3,325,000","$3,325,000",1,2024
5367,Stuyvesant Heights,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$3,000,000","$3,000,000","$3,000,000",1,2025
5368,Stuyvesant Heights,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$6,987,135","$1,600,000","$1,397,427",5,2025
5376,Sunnyside,Queens,Q1 2025,Mixed-Use,Commercial,"$2,650,000","$1,325,000","$1,325,000",2,2025
5377,Sunnyside,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$5,420,000","$2,710,000","$2,710,000",2,2025
5380,Sunnyside,Queens,Q1 2026,Co-op,Commercial,"$737,276","$737,276","$737,276",1,2026
5383,Sunnyside,Queens,Q1 2026,Mixed-Use,Commercial,"$1,800,000","$1,800,000","$1,800,000",1,2026
5384,Sunnyside,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$3,882,500","$1,270,000","$1,294,167",3,2026
5386,Sunnyside,Queens,Q1 2026,Single-Family Home,Commercial,"$1,225,998","$1,225,998","$1,225,998",1,2026
5390,Sunnyside,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$11,700,000","$5,850,000","$5,850,000",2,2025
5395,Sunnyside,Queens,Q3 2025,Mixed-Use,Commercial,"$1,360,000","$1,360,000","$1,360,000",1,2025
5396,Sunnyside,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$4,965,000","$1,225,000","$1,241,250",4,2025
5401,Sunnyside,Queens,Q4 2024,Multi-Family Dwelling,Commercial,"$1,720,000","$1,720,000","$1,720,000",1,2024
5404,Sunnyside,Queens,Q4 2025,Co-op,Commercial,"$450,000","$450,000","$450,000",1,2025
5407,Sunnyside,Queens,Q4 2025,Mixed-Use,Commercial,"$1,560,000","$1,560,000","$1,560,000",1,2025
5408,Sunnyside,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$7,330,000","$1,365,000","$1,832,500",4,2025
5414,"Sunnyside, SI",Staten Island,Q1 2026,Mixed-Use,Commercial,"$1,800,000","$1,800,000","$1,800,000",1,2026
5419,"Sunnyside, SI",Staten Island,Q2 2025,Mixed-Use,Commercial,"$1,635,000","$1,635,000","$1,635,000",1,2025
5424,"Sunnyside, SI",Staten Island,Q3 2025,Office,Commercial,"$655,000","$655,000","$655,000",1,2025
5429,"Sunnyside, SI",Staten Island,Q4 2025,Mixed-Use,Commercial,"$5,100,000","$5,100,000","$5,100,000",1,2025
5434,Sunset Park,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$2,500,000","$2,500,000","$2,500,000",1,2025
5435,Sunset Park,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$12,755,000","$1,875,000","$1,594,375",8,2025
5440,Sunset Park,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$7,793,000","$1,746,500","$1,948,250",4,2026
5441,Sunset Park,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$8,500,000","$2,000,000","$2,833,333",3,2026
5445,Sunset Park,Brooklyn,Q2 2025,Condo,Commercial,"$2,062,973","$1,031,486","$1,031,486",2,2025
5447,Sunset Park,Brooklyn,Q2 2025,Industrial,Commercial,"$1,000,000","$1,000,000","$1,000,000",1,2025
5448,Sunset Park,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$6,075,000","$1,240,000","$1,518,750",4,2025
5449,Sunset Park,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$5,985,000","$2,220,000","$1,995,000",3,2025
5454,Sunset Park,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$13,310,000","$2,750,000","$2,662,000",5,2025
5455,Sunset Park,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$9,438,000","$1,310,000","$1,348,286",7,2025
5458,Sunset Park,Brooklyn,Q4 2024,Industrial,Commercial,"$2,550,000","$2,550,000","$2,550,000",1,2024
5459,Sunset Park,Brooklyn,Q4 2024,Mixed-Use,Commercial,"$5,717,000","$2,350,000","$1,905,667",3,2024
5460,Sunset Park,Brooklyn,Q4 2024,Multi-Family Dwelling,Commercial,"$3,063,000","$1,531,500","$1,531,500",2,2024
5464,Sunset Park,Brooklyn,Q4 2025,Condo,Commercial,"$1,133,275","$1,133,275","$1,133,275",1,2025
5466,Sunset Park,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$9,499,000","$1,999,000","$3,166,333",3,2025
5467,Sunset Park,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$9,795,000","$1,670,000","$1,632,500",6,2025
5472,Sutton Place,Manhattan,Q1 2025,Condo,Commercial,"$31,250,000","$31,250,000","$31,250,000",1,2025
5474,Sutton Place,Manhattan,Q1 2025,Mixed-Use,Commercial,"$5,000,000","$5,000,000","$5,000,000",1,2025
5475,Sutton Place,Manhattan,Q1 2026,Co-op,Commercial,"$8,050,000","$500,000","$2,683,333",3,2026
5488,Sutton Place,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$32,550,000","$32,550,000","$32,550,000",1,2025
5491,Throgs Neck,Bronx,Q1 2025,Mixed-Use,Commercial,"$750,000","$750,000","$750,000",1,2025
5492,Throgs Neck,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$1,315,000","$1,315,000","$1,315,000",1,2025
5497,Throgs Neck,Bronx,Q1 2026,Mixed-Use,Commercial,"$850,000","$850,000","$850,000",1,2026
5502,Throgs Neck,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2025
5508,Throgs Neck,Bronx,Q3 2025,Office,Commercial,"$439,999","$439,999","$439,999",1,2025
5513,Throgs Neck,Bronx,Q4 2024,Office,Commercial,"$6,850,000","$6,850,000","$6,850,000",1,2024
5517,Throgs Neck,Bronx,Q4 2025,Mixed-Use,Commercial,"$2,100,000","$2,100,000","$2,100,000",1,2025
5518,Throgs Neck,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$2,700,000","$2,700,000","$2,700,000",1,2025
5520,Throgs Neck,Bronx,Q4 2025,Single-Family Home,Commercial,"$870,000","$870,000","$870,000",1,2025
5524,Times Square,Manhattan,Q1 2025,Land,Commercial,"$30,000,000","$30,000,000","$30,000,000",1,2025
5525,Times Square,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$5,550,000","$5,550,000","$5,550,000",1,2025
5528,Times Square,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$34,425,000","$17,212,500","$17,212,500",2,2026
5531,Times Square,Manhattan,Q2 2025,Office,Commercial,"$8,000,000","$8,000,000","$8,000,000",1,2025
5534,Times Square,Manhattan,Q3 2025,Condo,Commercial,"$28,917,000","$28,917,000","$28,917,000",1,2025
5536,Times Square,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$3,250,000","$3,250,000","$3,250,000",1,2025
5539,Times Square,Manhattan,Q4 2025,Condo,Commercial,"$18,200,000","$9,100,000","$9,100,000",2,2025
5541,Times Square,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$5,000,000","$5,000,000","$5,000,000",1,2025
5549,Times Square North,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$13,500,000","$6,750,000","$6,750,000",2,2025
5552,Times Square North,Manhattan,Q4 2024,Co-op,Commercial,"$430,000","$430,000","$430,000",1,2024
5555,Times Square North,Manhattan,Q4 2024,Multi-Family Dwelling,Commercial,"$14,000,000","$14,000,000","$14,000,000",1,2024
5565,Todt Hill,Staten Island,Q3 2025,Mixed-Use,Commercial,"$1,999,000","$1,999,000","$1,999,000",1,2025
5569,Todt Hill,Staten Island,Q4 2025,Land,Commercial,"$400,000","$400,000","$400,000",1,2025
5573,Tompkinsville,Staten Island,Q1 2025,Multi-Family Dwelling,Commercial,"$1,150,000","$1,150,000","$1,150,000",1,2025
5581,Tompkinsville,Staten Island,Q3 2025,Land,Commercial,"$3,000,000","$3,000,000","$3,000,000",1,2025
5584,Tompkinsville,Staten Island,Q4 2024,Multi-Family Dwelling,Commercial,"$1,250,000","$1,250,000","$1,250,000",1,2024
5588,Tompkinsville,Staten Island,Q4 2025,Land,Commercial,"$725,000","$362,500","$362,500",2,2025
5589,Tompkinsville,Staten Island,Q4 2025,Multi-Family Dwelling,Commercial,"$2,006,000","$1,003,000","$1,003,000",2,2025
5593,Tottenville,Staten Island,Q1 2025,Land,Commercial,"$890,000","$445,000","$445,000",2,2025
5594,Tottenville,Staten Island,Q1 2025,Multi-Family Dwelling,Commercial,"$564,438","$564,438","$564,438",1,2025
5597,Tottenville,Staten Island,Q1 2026,Land,Commercial,"$1,520,000","$760,000","$760,000",2,2026
5604,Tottenville,Staten Island,Q3 2025,Land,Commercial,"$1,250,000","$625,000","$625,000",2,2025
5608,Tottenville,Staten Island,Q4 2024,Land,Commercial,"$1,995,770","$997,885","$997,885",2,2024
5625,Tremont,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$14,150,000","$4,500,000","$4,716,667",3,2025
5628,Tremont,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$2,200,000","$2,200,000","$2,200,000",1,2026
5631,Tremont,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$5,780,970","$5,780,970","$5,780,970",1,2025
5637,Tribeca,Manhattan,Q1 2025,Co-op,Commercial,"$3,026,800","$1,513,400","$1,513,400",2,2025
5641,Tribeca,Manhattan,Q1 2026,Condo,Commercial,"$3,000,000","$3,000,000","$3,000,000",1,2026
5643,Tribeca,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$32,000,000","$32,000,000","$32,000,000",1,2026
5646,Tribeca,Manhattan,Q2 2025,Co-op,Commercial,"$3,197,000","$1,598,500","$1,598,500",2,2025
5648,Tribeca,Manhattan,Q2 2025,Condo,Commercial,"$32,000,000","$3,600,000","$4,571,429",7,2025
5650,Tribeca,Manhattan,Q2 2025,Mixed-Use,Commercial,"$9,700,000","$9,700,000","$9,700,000",1,2025
5652,Tribeca,Manhattan,Q3 2025,Condo,Commercial,"$21,875,000","$3,062,500","$5,468,750",4,2025
5654,Tribeca,Manhattan,Q3 2025,Mixed-Use,Commercial,"$7,250,000","$7,250,000","$7,250,000",1,2025
5655,Tribeca,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$30,000,000","$30,000,000","$30,000,000",1,2025
5656,Tribeca,Manhattan,Q3 2025,Office,Commercial,"$17,400,000","$17,400,000","$17,400,000",1,2025
5659,Tribeca,Manhattan,Q4 2025,Co-op,Commercial,"$3,150,000","$3,150,000","$3,150,000",1,2025
5661,Tribeca,Manhattan,Q4 2025,Condo,Commercial,"$1,200,000","$1,200,000","$1,200,000",1,2025
5665,Turtle Bay,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$3,325,000","$3,325,000","$3,325,000",1,2025
5669,Turtle Bay,Manhattan,Q1 2026,Condo,Commercial,"$1,910,000","$1,910,000","$1,910,000",1,2026
5671,Turtle Bay,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$8,500,000","$8,500,000","$8,500,000",1,2026
5675,Turtle Bay,Manhattan,Q2 2025,Condo,Commercial,"$3,200,000","$3,200,000","$3,200,000",1,2025
5692,Two Bridges,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$7,750,000","$7,750,000","$7,750,000",1,2026
5693,Two Bridges,Manhattan,Q2 2025,Condo,Commercial,"$370,000","$370,000","$370,000",1,2025
5695,Two Bridges,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$2,450,000","$2,450,000","$2,450,000",1,2025
5696,Two Bridges,Manhattan,Q3 2025,Condo,Commercial,"$350,000","$350,000","$350,000",1,2025
5698,Two Bridges,Manhattan,Q3 2025,Mixed-Use,Commercial,"$3,525,000","$3,525,000","$3,525,000",1,2025
5699,Two Bridges,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$2,217,000","$2,217,000","$2,217,000",1,2025
5702,Two Bridges,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$56,250,000","$56,250,000","$56,250,000",1,2025
5707,University Heights,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$2,200,000","$2,200,000","$2,200,000",1,2026
5709,University Heights,Bronx,Q1 2026,Single-Family Home,Commercial,"$2,795,000","$2,795,000","$2,795,000",1,2026
5711,University Heights,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$19,385,897","$5,082,255","$4,846,474",4,2025
5714,University Heights,Bronx,Q3 2025,Co-op,Commercial,"$450,000","$450,000","$450,000",1,2025
5716,University Heights,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$1,100,000","$1,100,000","$1,100,000",1,2025
5720,University Heights,Bronx,Q4 2024,Multi-Family Dwelling,Commercial,"$1,325,000","$1,325,000","$1,325,000",1,2024
5723,University Heights,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$4,428,500","$4,428,500","$4,428,500",1,2025
5736,Upper East Side,Manhattan,Q1 2016,Co-op,Commercial,"$525,000","$525,000","$525,000",1,2016
5741,Upper East Side,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$16,750,000","$5,800,000","$5,583,333",3,2025
5744,Upper East Side,Manhattan,Q1 2026,Co-op,Commercial,"$525,000","$525,000","$525,000",1,2026
5747,Upper East Side,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$35,023,000","$8,000,000","$7,004,600",5,2026
5750,Upper East Side,Manhattan,Q2 2025,Co-op,Commercial,"$10,435,000","$2,997,500","$2,608,750",4,2025
5753,Upper East Side,Manhattan,Q2 2025,Mixed-Use,Commercial,"$1,400,000","$1,400,000","$1,400,000",1,2025
5754,Upper East Side,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$1,950,000","$1,950,000","$1,950,000",1,2025
5759,Upper East Side,Manhattan,Q3 2025,Co-op,Commercial,"$1,018,000","$509,000","$509,000",2,2025
5761,Upper East Side,Manhattan,Q3 2025,Condo,Commercial,"$863,229","$863,229","$863,229",1,2025
5763,Upper East Side,Manhattan,Q3 2025,Mixed-Use,Commercial,"$2,500,000","$2,500,000","$2,500,000",1,2025
5764,Upper East Side,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$7,300,000","$7,300,000","$7,300,000",1,2025
5770,Upper East Side,Manhattan,Q4 2025,Co-op,Commercial,"$5,145,000","$2,572,500","$2,572,500",2,2025
5776,Upper West Side,Manhattan,Q1 2025,Co-op,Commercial,"$19,122,494","$2,411,053","$6,374,165",3,2025
5778,Upper West Side,Manhattan,Q1 2025,Condo,Commercial,"$495,000","$495,000","$495,000",1,2025
5780,Upper West Side,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$21,815,000","$4,787,500","$5,453,750",4,2025
5783,Upper West Side,Manhattan,Q1 2026,Co-op,Commercial,"$2,310,000","$2,310,000","$2,310,000",1,2026
5785,Upper West Side,Manhattan,Q1 2026,Condo,Commercial,"$2,260,000","$2,260,000","$2,260,000",1,2026
5787,Upper West Side,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$26,700,000","$5,500,000","$5,340,000",5,2026
5792,Upper West Side,Manhattan,Q2 2025,Condo,Commercial,"$2,000,000","$1,000,000","$1,000,000",2,2025
5794,Upper West Side,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$13,900,000","$5,150,000","$4,633,333",3,2025
5797,Upper West Side,Manhattan,Q3 2024,Co-op,Commercial,"$3,083,295","$3,083,295","$3,083,295",1,2024
5799,Upper West Side,Manhattan,Q3 2025,Co-op,Commercial,"$5,816,085","$1,577,796","$1,938,695",3,2025
5801,Upper West Side,Manhattan,Q3 2025,Condo,Commercial,"$4,802,288","$4,802,288","$4,802,288",1,2025
5803,Upper West Side,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$33,400,000","$4,400,000","$4,175,000",8,2025
5810,Upper West Side,Manhattan,Q4 2025,Co-op,Commercial,"$580,000","$580,000","$580,000",1,2025
5812,Upper West Side,Manhattan,Q4 2025,Condo,Commercial,"$23,000,000","$23,000,000","$23,000,000",1,2025
5814,Upper West Side,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$22,555,000","$3,750,000","$3,759,167",6,2025
5827,Van Nest,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$750,000","$750,000","$750,000",1,2025
5830,Van Nest,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$2,545,000","$875,000","$848,333",3,2026
5832,Van Nest,Bronx,Q2 2025,Mixed-Use,Commercial,"$520,000","$520,000","$520,000",1,2025
5834,Van Nest,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$3,000,000","$1,500,000","$1,500,000",2,2025
5836,Van Nest,Bronx,Q3 2025,Office,Commercial,"$3,000,000","$3,000,000","$3,000,000",1,2025
5839,Van Nest,Bronx,Q4 2025,Mixed-Use,Commercial,"$910,000","$910,000","$910,000",1,2025
5847,Vinegar Hill,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$20,300,000","$20,300,000","$20,300,000",1,2025
5850,Wakefield,Bronx,Q1 2025,Mixed-Use,Commercial,"$879,000","$879,000","$879,000",1,2025
5851,Wakefield,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$16,515,781","$3,581,582","$2,752,630",6,2025
5854,Wakefield,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$4,110,000","$1,450,000","$1,370,000",3,2026
5857,Wakefield,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$20,099,370","$1,200,000","$2,009,937",10,2025
5860,Wakefield,Bronx,Q3 2025,Mixed-Use,Commercial,"$2,373,630","$1,186,815","$1,186,815",2,2025
5861,Wakefield,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$4,250,446","$848,000","$850,089",5,2025
5863,Wakefield,Bronx,Q3 2025,Office,Commercial,"$360,000","$360,000","$360,000",1,2025
5866,Wakefield,Bronx,Q4 2017,Multi-Family Dwelling,Commercial,"$535,000","$535,000","$535,000",1,2017
5867,Wakefield,Bronx,Q4 2024,Mixed-Use,Commercial,"$610,000","$610,000","$610,000",1,2024
5870,Wakefield,Bronx,Q4 2025,Mixed-Use,Commercial,"$665,000","$665,000","$665,000",1,2025
5871,Wakefield,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$3,450,000","$875,000","$862,500",4,2025
5873,Wakefield,Bronx,Q4 2025,Office,Commercial,"$350,000","$350,000","$350,000",1,2025
5880,Washington Heights,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$12,250,000","$6,125,000","$6,125,000",2,2026
5883,Washington Heights,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$944,009","$944,009","$944,009",1,2025
5886,Washington Heights,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$9,296,461","$2,996,461","$3,098,820",3,2025
5891,Washington Heights,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$12,625,841","$2,087,921","$3,156,460",4,2025
5894,West Brighton,Staten Island,Q1 2025,Mixed-Use,Commercial,"$1,360,000","$680,000","$680,000",2,2025
5895,West Brighton,Staten Island,Q1 2025,Multi-Family Dwelling,Commercial,"$1,310,000","$1,310,000","$1,310,000",1,2025
5899,West Brighton,Staten Island,Q1 2026,Multi-Family Dwelling,Commercial,"$929,662","$929,662","$929,662",1,2026
5906,West Brighton,Staten Island,Q3 2025,Multi-Family Dwelling,Commercial,"$1,574,000","$787,000","$787,000",2,2025
5912,West Brighton,Staten Island,Q4 2025,Co-op,Commercial,"$3,000,000","$1,500,000","$1,500,000",2,2025
5915,West Brighton,Staten Island,Q4 2025,Multi-Family Dwelling,Commercial,"$4,900,000","$4,900,000","$4,900,000",1,2025
5919,West Farms,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$1,600,000","$1,600,000","$1,600,000",1,2025
5925,West Farms,Bronx,Q4 2025,Condo,Commercial,"$1,751,425","$1,751,425","$1,751,425",1,2025
5928,West Village,Manhattan,Q1 2024,Condo,Commercial,"$760,875","$760,875","$760,875",1,2024
5929,West Village,Manhattan,Q1 2025,Co-op,Commercial,"$2,365,000","$2,365,000","$2,365,000",1,2025
5931,West Village,Manhattan,Q1 2025,Condo,Commercial,"$270,000","$270,000","$270,000",1,2025
5933,West Village,Manhattan,Q1 2025,Mixed-Use,Commercial,"$4,550,000","$4,550,000","$4,550,000",1,2025
5934,West Village,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$48,640,000","$7,170,000","$8,106,667",6,2025
5939,West Village,Manhattan,Q1 2026,Mixed-Use,Commercial,"$13,000,000","$13,000,000","$13,000,000",1,2026
